Data,Hora (UTC),Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Umi. Ins. (%),Umi. Max. (%),Umi. Min. (%),Pto Orvalho Ins. (C),Pto Orvalho Max. (C),Pto Orvalho Min. (C),Pressao Ins. (hPa),Pressao Max. (hPa),Pressao Min. (hPa),Vel. Vento (m/s),Dir. Vento (m/s),Raj. Vento (m/s),Radiacao (KJ/m²),Chuva (mm)
01/01/2023,0,21.2,22.1,21.1,83,84,82,18.1,19,18.1,918.5,918.5,917.5,2,95,5.2,,0
01/01/2023,100,21.2,21.3,21.2,84,84,82,18.3,18.3,18.1,918.7,918.7,918.3,2.8,91,5.3,,0
01/01/2023,200,21.1,21.2,21.1,85,85,84,18.4,18.6,18.3,918.6,918.8,918.6,3.2,90,6.2,,0
01/01/2023,300,20.5,21.1,20.5,82,85,81,17.3,18.4,17.3,917.8,918.6,917.8,2.5,64,7.2,,0
01/01/2023,400,20.8,20.8,20.4,80,83,80,17.2,17.4,17.2,917.1,917.8,917.1,1.7,72,5.4,,0
01/01/2023,500,20.3,20.9,20.3,82,82,79,17.2,17.4,17.1,916.5,917.1,916.5,2.1,69,4.7,,0
01/01/2023,600,19.8,20.3,19.8,84,86,82,16.9,17.3,16.9,915.7,916.5,915.7,2.6,73,5.7,,0
01/01/2023,700,19.6,19.8,19.6,84,84,83,16.9,16.9,16.8,915.8,915.8,915.7,2.1,73,5.7,,0
01/01/2023,800,19.7,19.7,19.2,85,87,84,17.1,17.2,16.9,916,916,915.8,0.5,42,4,,0
01/01/2023,900,20,20,19.7,84,85,84,17.1,17.2,17.1,916.8,916.8,916,2,74,3.6,0.1,0
01/01/2023,1000,20.2,20.2,19.8,83,84,83,17.3,17.3,17.1,917.5,917.5,916.8,1.7,78,4.2,116.7,0
01/01/2023,1100,21.2,21.2,20.2,81,84,81,17.7,17.8,17.3,917.9,918,917.5,1.8,80,4.7,347.8,0
01/01/2023,1200,22.4,22.4,21.2,73,81,73,17.4,18.1,17.2,918.4,918.4,917.9,2.2,74,4.6,832.9,0
01/01/2023,1300,23.8,24.1,22.4,70,74,68,18,18.5,17.3,918.7,918.8,918.4,2.5,64,6.6,1608.3,0
01/01/2023,1400,25.9,26,23.8,62,70,60,18.1,18.6,17.3,918.3,918.7,918.3,2.7,56,6.6,2847.8,0
01/01/2023,1500,26.9,27.6,25.8,54,63,53,16.9,18.5,16.9,917.9,918.3,917.9,2.7,29,7.4,3585.3,0
01/01/2023,1600,28.2,28.3,26.5,55,58,53,18.3,18.6,16.8,917.3,917.9,917.3,2.4,2,6.7,3010.6,0
01/01/2023,1700,27.1,28.4,27.1,54,57,52,16.9,18.7,16.9,916.2,917.3,916.2,2.7,354,7,2731.6,0
01/01/2023,1800,27,28.4,26.9,57,57,52,17.8,18.2,17,915.1,916.2,915.1,2.5,352,7.6,1205.6,0
01/01/2023,1900,28.1,28.5,27,55,58,53,18.3,18.6,17.6,914.5,915.1,914.5,2.6,23,7,2003.9,0
01/01/2023,2000,28.1,28.6,27.4,52,56,50,17.2,18.2,17.1,914.3,914.5,914.1,1.6,7,5.7,1401.7,0
01/01/2023,2100,27.9,28.8,27.6,56,56,51,18.4,18.4,17.1,914.1,914.4,914,2.1,347,6,1020.4,0
01/01/2023,2200,26.4,28,26.4,61,61,53,18.2,18.3,16.8,914.3,914.4,914,1.7,349,5.4,374.2,0
01/01/2023,2300,25.6,26.4,25.5,67,67,61,19,19.1,18.3,915.5,915.5,914.3,0.9,85,4.4,,0
02/01/2023,0,25.3,25.6,25.2,67,67,65,18.8,19.1,18.4,916.4,916.4,915.5,1.1,88,2.8,,0
02/01/2023,100,22.8,25.3,22.6,74,74,67,18.1,18.9,17.2,916.6,916.9,916.5,2.9,107,6.1,,0
02/01/2023,200,22.3,23.2,22.2,79,79,73,18.5,18.5,17.9,917,917,916.1,2.7,80,6.1,,0
02/01/2023,300,22.2,22.3,21.6,73,81,71,17.1,18.5,16.8,916.6,917.2,916.6,3.3,77,7.2,,0
02/01/2023,400,21.9,22.2,21.7,78,80,73,18,18.1,17.2,915.8,916.6,915.8,1.6,24,7.2,,0
02/01/2023,500,20.6,21.9,20.6,82,82,78,17.5,18.1,17.4,915.2,916,915.2,2.2,78,6.1,,0.2
02/01/2023,600,20.6,20.6,20.4,80,82,78,17.1,17.4,16.6,914.9,915.2,914.8,1.8,83,4.4,,0
02/01/2023,700,21,21.1,20.6,80,80,78,17.4,17.4,17.1,915.3,915.3,914.9,0.1,245,4.3,,0
02/01/2023,800,20.8,21,20.8,81,81,79,17.5,17.5,17.3,915.6,915.6,915.3,2.4,84,4,,0
02/01/2023,900,20.7,20.8,20.6,84,84,81,17.8,17.8,17.5,915.7,915.7,915.5,1.7,80,5.4,1.9,0
02/01/2023,1000,20.9,21,20.5,83,84,83,17.8,18,17.6,916.3,916.3,915.7,2.3,86,5.1,180.9,0
02/01/2023,1100,23.8,23.8,20.8,70,83,69,17.9,18.5,17.6,916.5,916.5,916.3,2.5,60,6,920.1,0
02/01/2023,1200,24.6,24.7,23.4,67,71,67,18.1,18.6,17.3,916.8,917,916.5,2.9,24,7.6,1715.5,0
02/01/2023,1300,25.8,27,24.5,60,67,58,17.5,18.9,17.1,917.2,917.3,916.8,3.1,25,8.8,2849.9,0
02/01/2023,1400,26.4,26.4,25.2,56,62,56,16.9,17.9,16.7,917,917.2,917,2.6,7,8,1657,0
02/01/2023,1500,26.5,26.8,25.6,59,61,52,17.9,17.9,16.1,916.4,917,916.4,3,360,8.5,2039.7,0
02/01/2023,1600,25,27.3,25,67,67,54,18.4,18.4,16.9,915.5,916.4,915.5,3.6,351,8,1492.6,0
02/01/2023,1700,24.1,25.6,24,66,70,59,17.3,18.7,17,914.2,915.5,914.1,2,358,8.1,1097.8,0
02/01/2023,1800,25,25.8,23.9,61,68,61,17,18.5,17,913.5,914.2,913.5,3.1,320,7.8,1755.5,0
02/01/2023,1900,26.7,27.3,25,51,61,49,15.6,17.7,15,912.3,913.5,912.3,2.6,341,7.8,2454.5,0
02/01/2023,2000,26.3,27.3,26.2,54,55,50,16.3,16.5,15.6,912.2,912.3,911.9,2.1,351,6.5,1585.8,0
02/01/2023,2100,25.9,26.6,25.9,57,57,54,16.6,16.8,16.1,912.8,912.9,912.2,1.5,306,5.3,699.7,0
02/01/2023,2200,25.1,26.1,25.1,63,63,56,17.6,17.6,16.5,913.1,913.2,912.8,1.9,307,3.9,167,0
02/01/2023,2300,24.1,25.1,24.1,71,71,63,18.4,18.5,17.5,913.3,913.3,912.9,0.9,274,3.9,,0
03/01/2023,0,24,24.1,23.7,72,73,71,18.7,18.8,18.4,914.9,914.9,913.3,0.3,33,1.8,,0
03/01/2023,100,23.7,24.4,23.7,74,74,71,18.7,18.9,18.6,915.1,915.3,914.9,0,260,1.8,,0
03/01/2023,200,23.7,23.8,23.5,75,75,74,18.9,19,18.7,915.1,915.3,915.1,0.4,49,1.8,,0
03/01/2023,300,22.5,23.7,22.5,79,79,74,18.7,19,18.5,914.5,915,914.5,0.7,100,2.8,,0
03/01/2023,400,22.7,22.7,22.5,78,79,78,18.7,18.9,18.7,913.8,914.5,913.8,0.8,92,2.3,,0
03/01/2023,500,22.3,22.7,22.3,80,80,77,18.7,18.8,18.5,913.6,913.9,913.5,1.2,55,3.5,,0
03/01/2023,600,20.7,22.3,20.7,89,91,80,18.9,19.5,18.6,913.8,913.9,913.5,2.1,11,6.2,,7.8
03/01/2023,700,19.6,20.7,19.2,92,92,88,18.3,18.8,17.8,914.3,914.4,913.8,2.1,345,7.1,0.2,13.2
03/01/2023,800,19.2,19.7,19.2,91,92,91,17.7,18.4,17.7,914.6,914.6,914.3,2.4,337,8.9,,5.8
03/01/2023,900,19.2,19.3,19.2,91,91,91,17.7,17.8,17.7,915.2,915.2,914.6,1.5,312,6,,4.4
03/01/2023,1000,19.5,19.5,19.2,90,91,90,17.9,17.9,17.7,915.6,915.6,915.2,1.4,348,5.1,54.5,1.2
03/01/2023,1100,20.2,20.2,19.5,87,90,87,18.1,18.3,17.9,916.1,916.1,915.5,2.3,313,5.1,459.4,0.2
03/01/2023,1200,20.7,20.7,19.8,89,90,87,18.8,18.8,17.8,916.1,916.2,916,0.7,341,7.2,446.9,1.4
03/01/2023,1300,22,22,20.7,85,89,85,19.3,19.3,18.3,916.5,916.5,916.1,1.3,338,3.5,875.8,0
03/01/2023,1400,22.5,22.5,21.7,83,85,81,19.5,19.7,18.5,916.7,916.7,916.5,1.3,316,4.9,936.8,0.2
03/01/2023,1500,22.5,23.1,22.4,82,85,80,19.2,19.9,19.1,916.5,916.7,916.5,2,325,5,1591,0.2
03/01/2023,1600,24,24.2,22.3,74,85,74,19.1,20.1,18.9,915.3,916.5,915.3,2.8,334,6.6,2248.1,0.6
03/01/2023,1700,23.5,24.1,22.1,77,87,73,19.3,20.9,18.5,914.3,915.3,914.3,3,295,7,1347.9,1.6
03/01/2023,1800,24.6,24.6,23.5,66,79,66,17.8,19.9,17.4,913.5,914.3,913.5,2.3,301,8.6,1673.9,0
03/01/2023,1900,24.7,24.9,24.3,66,68,64,18,18.4,17.4,912.8,913.5,912.8,1.4,274,5.3,1339.6,0
03/01/2023,2000,26,26.3,24.7,61,67,60,17.8,18.8,17.4,912.1,912.8,912.1,2.1,313,6.9,1395.5,0
03/01/2023,2100,25.2,26.7,25.2,64,64,57,17.9,18.1,17.3,912.5,912.5,912.1,2.6,300,6,806.3,0
03/01/2023,2200,24.3,25.2,24.3,69,69,64,18.3,18.6,17.8,913,913,912.5,1.4,312,5.3,264.8,0
03/01/2023,2300,23.6,24.3,23.6,72,73,69,18.2,18.6,18.2,914,914.1,913,1.5,355,4.4,,0
04/01/2023,0,23,23.6,23,76,76,72,18.4,18.4,18.2,914.7,914.7,914,1.4,13,3.9,,0
04/01/2023,100,22.7,23,22.6,77,78,76,18.4,18.6,18.4,915.3,915.4,914.7,1.5,3,4.3,,0
04/01/2023,200,21.8,22.7,21.8,82,82,77,18.5,18.6,18.4,915.3,915.4,915.2,1.5,58,4.3,,0
04/01/2023,300,21.4,21.8,21.4,83,83,82,18.4,18.5,18.4,914.8,915.3,914.8,1.3,17,4.7,,0
04/01/2023,400,21.2,21.4,21.1,84,85,83,18.5,18.5,18.4,914.2,914.8,914.2,1.3,12,4.7,,0
04/01/2023,500,21,21.2,21,85,85,84,18.4,18.5,18.3,913.8,914.2,913.8,0.8,27,4.3,,0
04/01/2023,600,20.9,21,20.8,85,86,85,18.2,18.4,18.2,913.3,913.8,913.2,1.1,359,3.8,,0
04/01/2023,700,20.7,20.9,20.6,83,86,83,17.6,18.2,17.6,913.6,913.6,913.3,2.1,357,4.7,,0
04/01/2023,800,20.6,20.7,20.6,83,83,82,17.6,17.6,17.5,914.1,914.1,913.5,2.1,1,5.7,,0
04/01/2023,900,20.3,20.7,20.3,84,84,82,17.6,17.6,17.5,914.6,914.6,914.1,2.3,1,6,,0
04/01/2023,1000,20.7,20.7,20.2,83,86,82,17.6,17.8,17.6,915.5,915.5,914.6,1.9,335,6,72,0
04/01/2023,1100,20.9,20.9,20.7,84,85,83,18.1,18.1,17.6,916.2,916.2,915.5,1.3,290,4.4,185.5,0
04/01/2023,1200,20,20.9,19.9,88,89,84,18,18.5,17.9,916.5,916.6,916.2,2,277,5.1,199.5,1.8
04/01/2023,1300,21.1,21.3,19.9,85,89,84,18.5,19.1,17.9,916.5,916.5,916.4,1.8,338,4.5,676.5,0.4
04/01/2023,1400,21.6,21.8,21,84,86,83,18.8,19.2,18.4,916.5,916.6,916.5,2.7,351,8.5,1011.5,0
04/01/2023,1500,22.2,22.4,21.6,77,85,77,18,19.1,17.9,916.1,916.5,916.1,4.2,310,9.1,1297.8,0
04/01/2023,1600,24.5,24.6,22.2,63,78,61,17,18.9,16.5,914.9,916.1,914.9,3.5,306,9.5,2425.4,0
04/01/2023,1700,25,25.5,24.3,60,64,56,16.8,17.8,16.1,913.9,914.9,913.9,4.2,293,9.8,3173.2,0
04/01/2023,1800,26.1,26.4,24.7,58,62,56,17.1,17.8,16.5,913,913.9,913,3.6,297,9.2,2700.9,0
04/01/2023,1900,25.4,26.3,25.3,60,62,58,17,17.9,16.9,912.4,913,912.4,3.2,315,9.2,1689.7,0
04/01/2023,2000,25.4,25.6,25,62,64,60,17.6,18.2,17.1,911.9,912.4,911.9,2.4,325,9.2,1134.3,0
04/01/2023,2100,24,26,24,65,67,61,17.1,18.5,17.1,912.7,912.7,911.8,2.8,352,12.2,855.4,0
04/01/2023,2200,22.3,23.8,21,79,85,66,18.4,18.8,16.6,913.1,913.1,912.6,1.4,328,12.2,210.7,2
04/01/2023,2300,21.9,22.4,21.9,83,83,77,19,19,18.1,913.6,913.6,913.1,1.2,1,5.4,1.8,0
05/01/2023,0,21.9,22,21.8,87,87,83,19.6,19.6,19,914.2,914.2,913.6,1.6,15,4.3,,0
05/01/2023,100,21.7,21.9,21.7,88,88,87,19.6,19.7,19.5,914.6,914.6,914.3,1.2,9,3.3,,0.2
05/01/2023,200,21.7,21.8,21.6,86,88,86,19.2,19.6,19.2,914.7,914.7,914.5,1.5,350,3.8,,0.2
05/01/2023,300,21.7,21.8,21.6,85,86,85,19.1,19.3,19.1,914.6,914.8,914.6,1.5,357,3.7,,0
05/01/2023,400,19.2,21.8,19.1,91,91,83,17.7,19.3,17.5,914.9,915,914.5,3.6,288,10.1,,6.2
05/01/2023,500,19.2,19.2,19,93,93,91,18,18,17.7,914.1,914.9,914.1,0.9,298,8.7,,5
05/01/2023,600,19.2,19.4,19.1,92,93,92,17.9,18.2,17.9,914,914.1,913.7,2.4,289,5.6,,6.2
05/01/2023,700,19.2,19.3,19,93,93,92,18,18.1,17.7,913.7,914,913.5,1.5,306,8.4,,8
05/01/2023,800,19.5,19.5,19.2,92,93,92,18.2,18.2,18,913.7,913.7,913.6,1,319,3.8,,3.6
05/01/2023,900,19.7,19.7,19.5,92,92,92,18.4,18.5,18.2,914.2,914.2,913.7,1,327,3.4,,0.8
05/01/2023,1000,19.8,19.8,19.7,92,92,91,18.3,18.4,18.3,914.7,914.7,914.1,1.6,303,4.2,52.8,0.6
05/01/2023,1100,20.1,20.1,19.7,91,92,91,18.6,18.7,18.3,915.1,915.1,914.7,1.4,316,4.7,203.3,1.6
05/01/2023,1200,20.5,20.5,20.1,91,92,91,19,19.1,18.6,915.6,915.6,915.1,1.6,290,5,368.2,0.6
05/01/2023,1300,22,22,20.4,85,92,84,19.4,19.5,18.9,915.6,915.8,915.6,1,335,6.2,884.7,1
05/01/2023,1400,22.1,22.3,21.9,80,85,78,18.5,19.3,18.2,915.8,915.9,915.6,2.1,330,6.3,1255,0
05/01/2023,1500,23,24,22.1,77,80,72,18.7,19.7,18.3,915.4,915.8,915.4,3.5,295,8.3,2042.4,0
05/01/2023,1600,25,26,23,65,77,62,17.9,19.7,17.8,914.6,915.4,914.6,3.4,303,8.3,3231.8,0
05/01/2023,1700,23.5,25.5,22.3,79,82,64,19.5,20,17.8,914.2,914.6,914.2,1.8,303,9.8,1769.6,0
05/01/2023,1800,25.5,27,23.5,64,79,61,18.1,19.8,18,913.2,914.2,913.2,3.5,306,7.8,3331.5,0
05/01/2023,1900,26.5,27.4,25.2,58,67,57,17.5,19.1,17.1,912.5,913.2,912.5,4.1,290,7.9,2393.2,0
05/01/2023,2000,26.6,27.4,26.4,58,58,54,17.6,18.1,16.8,912.2,912.5,912.1,3.6,273,8.4,2241.4,0
05/01/2023,2100,25,27,24.6,66,68,56,18.2,18.4,17.2,912.6,912.6,912.1,2.7,276,6.6,810.8,0
05/01/2023,2200,22.3,25,22.3,79,80,65,18.5,19,17.8,913.4,913.4,912.6,2,287,7.9,114.6,0
05/01/2023,2300,22.4,22.5,22.3,80,80,77,18.8,18.8,18.3,914,914,913.4,0.9,280,3.4,0.2,0
06/01/2023,0,22.1,22.4,22.1,83,83,80,19.1,19.1,18.8,914.7,914.7,914,1.5,268,3.5,,0.2
06/01/2023,100,21.4,22.1,21.4,88,88,83,19.3,19.5,19.1,915.5,915.5,914.7,1.9,264,4,,0.4
06/01/2023,200,20.5,21.4,20.5,89,89,88,18.7,19.5,18.7,915.6,915.6,915.5,2.4,303,6.2,,0.2
06/01/2023,300,20.3,20.5,20.2,90,91,89,18.6,18.8,18.5,915.4,915.6,915.4,0.5,328,6.2,,1.4
06/01/2023,400,20.1,20.3,20,92,92,90,18.7,18.7,18.5,914.6,915.4,914.6,0,35,2,,2.8
06/01/2023,500,20.2,20.3,20.1,92,92,92,18.8,18.9,18.7,914.2,914.6,914.2,0,281,1,,0.2
06/01/2023,600,20.4,20.4,20.2,92,92,92,19,19,18.8,914,914.2,914,0.3,14,1.2,,0
06/01/2023,700,20,20.5,20,91,92,91,18.6,19.1,18.5,913.7,914,913.7,1.4,29,3.3,,0
06/01/2023,800,20.1,20.2,20,90,91,90,18.4,18.7,18.4,913.9,913.9,913.7,1,73,3.4,,0
06/01/2023,900,19.9,20.1,19.9,91,91,90,18.4,18.5,18.4,914.3,914.3,913.9,1.3,68,2.9,,0
06/01/2023,1000,20.5,20.5,19.9,90,91,90,18.8,18.8,18.4,914.8,914.8,914.3,0.8,22,2.8,152.9,0
06/01/2023,1100,21.1,21.3,20.4,85,90,85,18.6,19,18.5,915.4,915.4,914.7,1.7,357,3.6,557.9,0
06/01/2023,1200,22.3,22.3,21,81,86,81,18.9,19.1,18.4,916.1,916.1,915.4,1.8,356,4.6,1037.2,0
06/01/2023,1300,22.6,22.8,22.2,82,83,78,19.3,19.4,18.6,916.5,916.6,916.1,1.7,2,6.5,829.5,0
06/01/2023,1400,23.9,23.9,22.3,76,83,73,19.4,19.5,18.6,916.2,916.6,916.2,2,341,5.2,1388.8,0
06/01/2023,1500,21.5,24.5,21.5,85,88,72,19,19.9,18.8,916.2,916.2,916,2.7,312,7.9,1244.2,2.6
06/01/2023,1600,21.5,21.5,21.1,88,89,85,19.4,19.5,18.7,915.6,916.3,915.6,2.2,338,9,566.7,2.2
06/01/2023,1700,24.1,24.4,21.5,75,89,75,19.3,20.8,19.3,914.8,915.6,914.8,2.9,344,7.5,2135.9,0.6
06/01/2023,1800,22,24.5,20.1,88,91,75,19.9,21.4,17.6,914.6,914.9,914.4,2.8,350,11.6,1094.4,7.4
06/01/2023,1900,21.6,22.5,21,90,90,85,19.8,20.1,19,914.6,914.7,914.5,2.7,283,7.9,533.5,5
06/01/2023,2000,21.2,21.6,21.1,89,90,87,19.3,19.9,19.2,914.7,914.8,914.6,1.6,240,7.6,334.8,0.8
06/01/2023,2100,21.3,21.3,21.1,88,90,88,19.3,19.4,19.1,914.9,914.9,914.7,1.3,223,3.9,272.1,0
06/01/2023,2200,20.8,21.4,20.8,90,90,88,19.1,19.6,19.1,915.1,915.1,914.9,0.1,191,3.3,98.6,0
06/01/2023,2300,20.5,20.8,20.4,91,91,90,19,19.2,18.9,916.1,916.1,915.1,1,218,2.8,1.2,0.2
07/01/2023,0,20.4,20.7,20.4,89,92,89,18.6,19.2,18.6,917,917,916.1,2.4,279,8.1,,1.6
07/01/2023,100,20,20.4,20,91,91,89,18.5,18.6,18.5,917.5,917.5,917,1.4,249,4.8,,4
07/01/2023,200,19.9,20,19.8,92,92,91,18.5,18.6,18.4,917.7,917.7,917.5,0,252,3.7,,0.2
07/01/2023,300,19.9,20,19.9,92,92,92,18.5,18.6,18.5,917.5,917.7,917.5,0,265,0,,0
07/01/2023,400,20.2,20.2,19.8,92,92,92,18.9,18.9,18.5,917.2,917.5,917.2,0,357,0,,0
07/01/2023,500,20.1,20.2,20,92,92,92,18.7,18.9,18.6,916.5,917.2,916.5,0,68,0,,0
07/01/2023,600,20,20.1,20,92,92,92,18.6,18.8,18.6,916.2,916.5,916.2,0,41,0,,0
07/01/2023,700,19.8,20,19.8,92,92,92,18.4,18.6,18.4,915.9,916.2,915.9,0,64,0,,0.2
07/01/2023,800,19.6,19.8,19.5,92,92,91,18.1,18.4,18.1,916,916,915.8,0.7,64,2.4,,0
07/01/2023,900,19.8,19.8,19.6,91,92,91,18.3,18.3,18.1,916.4,916.4,916,0.1,27,2.7,,0
07/01/2023,1000,20.1,20.1,19.8,88,91,88,18.1,18.3,18.1,916.9,916.9,916.4,1.4,29,4.3,116.2,0
07/01/2023,1100,20.7,20.7,20.1,86,88,86,18.3,18.4,18,917.4,917.4,916.9,2.5,27,5.6,479.9,0
07/01/2023,1200,21,21.5,20.6,85,86,82,18.4,18.6,17.9,918.1,918.1,917.4,2.2,356,8.1,785.1,0
07/01/2023,1300,21.2,21.7,20.6,79,87,79,17.4,18.7,17.4,918.8,918.8,918.1,3.6,332,10.3,1377.4,0
07/01/2023,1400,20.2,21.3,20,88,88,79,18.2,18.3,17.5,919,919.1,918.8,2.7,348,10.9,1067.9,0.2
07/01/2023,1500,19.9,20.2,19.7,89,89,87,18.1,18.2,17.8,918.8,919.1,918.8,1.7,2,7.7,723.5,3.2
07/01/2023,1600,21.1,21.2,19.9,84,90,84,18.2,18.8,18,918.1,918.8,918.1,2.3,4,6,1216.8,0.6
07/01/2023,1700,20.7,21.1,20.5,86,87,83,18.1,18.5,17.8,917.2,918.1,917.2,2.2,343,6.7,805.8,1
07/01/2023,1800,21.2,21.4,20.6,85,86,83,18.6,18.9,18.1,916.4,917.2,916.4,1.4,314,5.9,764.6,0.2
07/01/2023,1900,21.4,21.5,21,83,86,83,18.5,18.8,18.4,915.9,916.4,915.9,2.3,299,4.9,544.8,0.2
07/01/2023,2000,21.7,21.7,21.2,84,87,82,18.8,19.1,18.3,915.3,915.9,915.3,1.5,299,4.9,653.8,0
07/01/2023,2100,21.9,21.9,21.7,81,84,80,18.4,18.9,18.1,915.4,915.4,915.2,0.4,17,3.2,411.8,0
07/01/2023,2200,21.5,21.9,21.5,81,81,77,18,18.4,17.7,915.9,915.9,915.4,0,357,2.2,122.4,0
07/01/2023,2300,20.8,21.5,20.8,86,86,80,18.3,18.3,17.9,916.4,916.4,915.9,0,127,1.3,,0
08/01/2023,0,21.2,21.2,20.7,84,88,84,18.5,18.7,18.3,916.5,916.5,916.4,1.2,89,2.7,,0
08/01/2023,100,21.1,21.3,21.1,88,88,84,18.9,18.9,18.5,917.2,917.2,916.5,2,81,3.8,,0
08/01/2023,200,20.8,21.1,20.8,91,91,88,19.2,19.2,18.9,917.5,917.6,917.2,1.8,73,4.8,,0.2
08/01/2023,300,20.3,20.8,20.3,91,91,90,18.7,19.2,18.7,917,917.5,917,1.4,90,4.2,,0
08/01/2023,400,19.8,20.3,19.7,92,92,91,18.5,18.7,18.4,916.8,917,916.7,1.7,71,4.6,,0
08/01/2023,500,19.4,20,19.4,91,92,90,17.9,18.7,17.9,916.4,916.8,916.4,1.4,25,6.8,,2
08/01/2023,600,19.5,19.6,19.4,91,91,91,18.1,18.1,17.9,915.9,916.4,915.9,1.2,23,3.6,,0.6
08/01/2023,700,19.8,19.8,19.4,91,91,91,18.3,18.3,17.9,915.6,915.9,915.6,1.5,359,4.3,,0.2
08/01/2023,800,19.7,19.8,19.6,91,91,91,18.2,18.2,18.1,915.7,915.7,915.5,1.2,11,4.9,,0.4
08/01/2023,900,19.6,19.8,19.6,91,91,91,18.2,18.2,18.1,916.4,916.4,915.7,0.9,19,4.1,,0.2
08/01/2023,1000,19.7,19.8,19.6,91,91,91,18.2,18.3,18.2,917,917,916.4,0.6,17,2.9,55.3,0.4
08/01/2023,1100,19.7,19.8,19.7,91,91,91,18.3,18.3,18.2,917.5,917.5,917,1.1,20,2.9,99.9,1.2
08/01/2023,1200,19.8,19.8,19.6,92,92,91,18.4,18.4,18.2,918.3,918.3,917.5,1.1,2,5.4,137.4,4.2
08/01/2023,1300,19.7,20,19.7,91,92,91,18.3,18.6,18.2,918.8,918.8,918.3,1.5,2,3.7,179.7,3.2
08/01/2023,1400,20,20,19.7,91,92,91,18.6,18.6,18.3,918.7,918.8,918.7,1.5,5,5,277.4,3
08/01/2023,1500,20.4,20.4,20,90,91,90,18.8,18.8,18.6,918.2,918.7,918.2,2.7,1,7.4,594.2,1
08/01/2023,1600,21.1,21.2,20.4,88,90,88,19.1,19.3,18.7,917.5,918.2,917.5,2.7,350,7,1010.3,0.4
08/01/2023,1700,21.3,21.6,21,87,89,87,19.1,19.6,18.8,916.7,917.5,916.7,1.9,324,7.3,937.3,1.2
08/01/2023,1800,22.2,22.3,21.3,82,88,82,18.9,19.7,18.8,915.6,916.7,915.6,1.6,317,5.8,1269.4,0.4
08/01/2023,1900,23.7,24.7,22.1,74,83,70,18.7,19.7,18.3,915.4,915.6,915.3,2.4,312,5.3,2307.1,0
08/01/2023,2000,23.4,23.7,22.9,76,78,73,19,19.1,18.3,915.1,915.4,915.1,1.7,346,5,1142.2,0
08/01/2023,2100,22.8,23.7,22.8,77,78,73,18.6,19.1,18.3,915,915.1,914.9,1.5,1,4.8,812,0
08/01/2023,2200,22.3,22.8,22.3,80,80,77,18.7,18.9,18.5,915.6,915.6,915,1.3,11,3.6,185,0
08/01/2023,2300,21.5,22.3,21.5,87,87,80,19.3,19.3,18.6,916,916,915.6,1.4,20,4.1,,0.2
09/01/2023,0,21.1,21.6,21.1,87,88,86,18.8,19.4,18.7,916.7,916.8,916,1.1,71,4.3,,0.2
09/01/2023,100,19.3,21.1,19.1,90,90,85,17.7,18.9,16.9,917.4,917.6,916.7,2,359,7.1,,5.6
09/01/2023,200,19.4,19.4,19.2,91,91,90,17.9,17.9,17.7,917.6,917.6,917.4,2.4,355,5.5,,3.2
09/01/2023,300,19.4,19.4,19.2,92,92,91,18.1,18.1,17.8,917.3,917.6,917.3,1.1,5,5.5,,3
09/01/2023,400,19.4,19.4,19.4,92,92,92,18.1,18.1,18.1,916.6,917.3,916.6,1.9,23,4.7,,0.8
09/01/2023,500,19.4,19.4,19.4,92,92,92,18.1,18.1,18,916.3,916.6,916.3,0,360,4.6,,1
09/01/2023,600,19.4,19.5,19.4,92,92,92,18.1,18.2,18.1,915.9,916.3,915.9,0.6,12,5,,0.4
09/01/2023,700,19.4,19.4,19.3,92,92,92,18,18.1,18,915.4,915.9,915.4,1.9,12,5.6,,0
09/01/2023,800,19.4,19.5,19.4,92,92,91,18,18.1,18,915.4,915.5,915.4,2.1,19,5.7,,0.4
09/01/2023,900,19.4,19.4,19.3,92,92,92,18,18,17.9,915.6,915.6,915.4,1.2,29,5.5,,1.2
09/01/2023,1000,19.4,19.4,19.3,92,92,91,18,18,17.9,916.1,916.1,915.6,0,23,4,26.3,1.6
09/01/2023,1100,19.7,19.7,19.4,91,92,90,18.1,18.1,18,916.8,916.8,916.1,1.9,1,6.3,179.3,0.2
09/01/2023,1200,19.7,19.8,19.6,91,91,90,18.2,18.2,18.1,916.9,917,916.8,3,14,6.9,306.3,0.2
09/01/2023,1300,20.5,20.6,19.7,87,91,87,18.4,18.5,18.1,917.6,917.6,917,3.2,10,8.8,675.7,0
09/01/2023,1400,21.7,22,20.6,81,88,80,18.3,19,18.2,918,918.1,917.6,2.8,11,8.4,1737.4,0
09/01/2023,1500,22.7,22.7,21.6,78,82,78,18.8,18.9,18.2,917.9,918.1,917.9,2.5,4,6.9,1317.2,0
09/01/2023,1600,24.9,24.9,22.4,68,79,68,18.6,19.8,18.1,916.9,917.9,916.9,2.7,355,7.2,2508.5,0
09/01/2023,1700,25.4,26.7,24.8,62,69,60,17.7,19.1,17.4,915.7,916.9,915.7,2.6,338,7.2,2998.6,0
09/01/2023,1800,27,27,25.4,60,64,58,18.5,18.5,17.3,914.9,915.7,914.9,2.2,342,8.1,2871.2,0
09/01/2023,1900,27,27.4,26.2,57,60,54,17.7,18.2,16.4,914.5,914.9,914.4,2.8,320,9.2,2475.6,0
