Date,Views,Video
2021-04-26,20,#1
2021-04-27,12,#1
2021-04-28,29,#1
2021-04-29,11,#1
2021-04-30,12,#1
2021-05-01,17,#1
2021-05-02,17,#1
2021-05-03,16,#1
2021-05-04,10,#1
2021-05-05,4,#1
2021-05-06,19,#1
2021-05-07,14,#1
2021-05-08,7,#1
2021-05-09,10,#1
2021-05-10,12,#1
2021-05-11,18,#1
2021-05-12,16,#1
2021-05-13,30,#1
2021-05-14,17,#1
2021-05-15,7,#1
2021-05-16,11,#1
2021-05-17,34,#1
2021-05-18,21,#1
2021-05-19,11,#1
2021-05-20,9,#1
2021-05-21,18,#1
2021-05-22,18,#1
2021-05-23,9,#1
2021-05-24,29,#1
2021-05-25,12,#1
2021-05-26,19,#1
2021-05-27,8,#1
2021-05-28,19,#1
2021-05-29,12,#1
2021-05-30,6,#1
2021-05-31,10,#1
2021-06-01,13,#1
2021-06-02,31,#1
2021-06-03,26,#1
2021-06-04,13,#1
2021-06-05,11,#1
2021-06-06,12,#1
2021-06-07,14,#1
2021-06-08,8,#1
2021-06-09,10,#1
2021-06-10,7,#1
2021-06-11,9,#1
2021-06-12,14,#1
2021-06-13,10,#1
2021-06-14,4,#1
2021-06-15,16,#1
2021-06-16,14,#1
2021-06-17,12,#1
2021-06-18,9,#1
2021-06-19,8,#1
2021-06-20,16,#1
2021-06-21,10,#1
2021-06-22,12,#1
2021-06-23,8,#1
2021-06-24,26,#1
2021-06-25,7,#1
2021-06-26,4,#1
2021-06-27,16,#1
2021-06-28,20,#1
2021-06-29,9,#1
2021-06-30,10,#1
2021-07-01,18,#1
2021-07-02,17,#1
2021-07-03,6,#1
2021-07-04,17,#1
2021-07-05,4,#1
2021-07-06,11,#1
2021-07-07,10,#1
2021-07-08,10,#1
2021-07-09,9,#1
2021-07-10,9,#1
2021-07-11,12,#1
2021-07-12,22,#1
2021-07-13,14,#1
2021-07-14,7,#1
2021-07-15,11,#1
2021-07-16,7,#1
2021-07-17,11,#1
2021-07-18,14,#1
2021-07-19,15,#1
2021-07-20,13,#1
2021-07-21,14,#1
2021-07-22,19,#1
2021-07-23,13,#1
2021-07-24,6,#1
2021-07-25,8,#1
2021-07-26,10,#1
2021-07-27,21,#1
2021-07-28,16,#1
2021-07-29,17,#1
2021-07-30,9,#1
2021-07-31,12,#1
2021-08-01,8,#1
2021-08-02,24,#1
2021-08-03,24,#1
2021-08-04,10,#1
2021-08-05,20,#1
2021-08-06,10,#1
2021-08-07,10,#1
2021-08-08,10,#1
2021-08-09,17,#1
2021-08-10,13,#1
2021-08-11,19,#1
2021-08-12,13,#1
2021-08-13,14,#1
2021-08-14,5,#1
2021-08-15,9,#1
2021-08-16,11,#1
2021-08-17,10,#1
2021-08-18,19,#1
2021-08-19,15,#1
2021-08-20,3,#1
2021-08-21,6,#1
2021-08-22,10,#1
2021-08-23,15,#1
2021-08-24,14,#1
2021-08-25,11,#1
2021-08-26,7,#1
2021-08-27,13,#1
2021-08-28,10,#1
2021-08-29,11,#1
2021-08-30,10,#1
2021-08-31,20,#1
2021-09-01,12,#1
2021-09-02,11,#1
2021-09-03,10,#1
2021-09-04,10,#1
2021-09-05,8,#1
2021-09-06,10,#1
2021-09-07,15,#1
2021-09-08,15,#1
2021-09-09,11,#1
2021-09-10,15,#1
2021-09-11,8,#1
2021-09-12,14,#1
2021-09-13,12,#1
2021-09-14,16,#1
2021-09-15,22,#1
2021-09-16,9,#1
2021-09-17,6,#1
2021-09-18,10,#1
2021-09-19,12,#1
2021-09-20,15,#1
2021-09-21,12,#1
2021-09-22,10,#1
2021-09-23,13,#1
2021-09-24,16,#1
2021-09-25,8,#1
2021-09-26,15,#1
2021-09-27,12,#1
2021-09-28,25,#1
2021-09-29,16,#1
2021-09-30,6,#1
2021-10-01,9,#1
2021-10-02,5,#1
2021-10-03,16,#1
2021-10-04,22,#1
2021-10-05,20,#1
2021-10-06,12,#1
2021-10-07,24,#1
2021-10-08,8,#1
2021-10-09,7,#1
2021-10-10,6,#1
2021-10-11,14,#1
2021-10-12,17,#1
2021-10-13,17,#1
2021-10-14,11,#1
2021-10-15,9,#1
2021-10-16,13,#1
2021-10-17,15,#1
2021-10-18,25,#1
2021-10-19,35,#1
2021-10-20,24,#1
2021-10-21,9,#1
2021-10-22,9,#1
2021-10-23,8,#1
2021-10-24,17,#1
2021-10-25,55,#1
2021-10-26,16,#1
2021-10-27,12,#1
2021-10-28,19,#1
2021-10-29,12,#1
2021-10-30,5,#1
2021-10-31,6,#1
2021-11-01,15,#1
2021-11-02,9,#1
2021-11-03,14,#1
2021-11-04,12,#1
2021-11-05,8,#1
2021-11-06,17,#1
2021-11-07,10,#1
2021-11-08,15,#1
2021-11-09,14,#1
2021-11-10,16,#1
2021-11-11,9,#1
2021-11-12,6,#1
2021-11-13,10,#1
2021-11-14,8,#1
2021-11-15,13,#1
2021-11-16,15,#1
2021-11-17,12,#1
2021-11-18,11,#1
2021-11-19,7,#1
2021-11-20,5,#1
2021-11-21,10,#1
2021-11-22,31,#1
2021-11-23,19,#1
2021-11-24,21,#1
2021-11-25,11,#1
2021-11-26,16,#1
2021-11-27,3,#1
2021-11-28,9,#1
2021-11-29,19,#1
2021-11-30,5,#1
2021-12-01,20,#1
2021-12-02,23,#1
2021-12-03,4,#1
2021-12-04,5,#1
2021-12-05,10,#1
2021-12-06,11,#1
2021-12-07,15,#1
2021-12-08,25,#1
2021-12-09,15,#1
2021-12-10,9,#1
2021-12-11,8,#1
2021-12-12,16,#1
2021-12-13,15,#1
2021-12-14,21,#1
2021-12-15,19,#1
2021-12-16,14,#1
2021-12-17,12,#1
2021-12-18,7,#1
2021-12-19,2,#1
2021-12-20,7,#1
2021-12-21,3,#1
2021-12-22,5,#1
2021-12-23,6,#1
2021-12-24,6,#1
2021-12-25,3,#1
2021-12-26,4,#1
2021-12-27,5,#1
2021-12-28,11,#1
2021-12-29,9,#1
2021-12-30,14,#1
2021-12-31,6,#1
2022-01-01,0,#1
2022-01-02,4,#1
2022-01-03,13,#1
2022-01-04,9,#1
2022-01-05,13,#1
2022-01-06,9,#1
2022-01-07,5,#1
2022-01-08,2,#1
2022-01-09,4,#1
2022-01-10,5,#1
2022-01-11,9,#1
2022-01-12,12,#1
2022-01-13,7,#1
2022-01-14,14,#1
2022-01-15,10,#1
2022-01-16,8,#1
2022-01-17,12,#1
2022-01-18,7,#1
2022-01-19,10,#1
2022-01-20,12,#1
2022-01-21,6,#1
2022-01-22,4,#1
2022-01-23,9,#1
2022-01-24,13,#1
2022-01-25,9,#1
2022-01-26,10,#1
2022-01-27,6,#1
2022-01-28,5,#1
2022-01-29,1,#1
2022-01-30,5,#1
2022-01-31,11,#1
2022-02-01,7,#1
2022-02-02,5,#1
2022-02-03,11,#1
2022-02-04,12,#1
2022-02-05,3,#1
2022-02-06,5,#1
2022-02-07,4,#1
2022-02-08,4,#1
2022-02-09,7,#1
2022-02-10,5,#1
2022-02-11,7,#1
2022-02-12,8,#1
2022-02-13,6,#1
2022-02-14,9,#1
2022-02-15,14,#1
2022-02-16,11,#1
2022-02-17,10,#1
2022-02-18,10,#1
2022-02-19,9,#1
2022-02-20,14,#1
2022-02-21,9,#1
2022-02-22,13,#1
2022-02-23,18,#1
2022-02-24,5,#1
2022-02-25,7,#1
2022-02-26,7,#1
2022-02-27,5,#1
2022-02-28,3,#1
2022-03-01,9,#1
2022-03-02,12,#1
2022-03-03,17,#1
2022-03-04,7,#1
2022-03-05,4,#1
2022-03-06,4,#1
2022-03-07,3,#1
2022-03-08,6,#1
2022-03-09,11,#1
2022-03-10,7,#1
2022-03-11,7,#1
2022-03-12,6,#1
2022-03-13,12,#1
2022-03-14,7,#1
2022-03-15,20,#1
2022-03-16,13,#1
2022-03-17,11,#1
2022-03-18,7,#1
2022-03-19,3,#1
2022-03-20,20,#1
2022-03-21,13,#1
2022-03-22,11,#1
2022-03-23,19,#1
2022-03-24,11,#1
2022-03-25,12,#1
2022-03-26,6,#1
2022-03-27,15,#1
2022-03-28,13,#1
2022-03-29,20,#1
2022-03-30,19,#1
2022-03-31,18,#1
2022-04-01,13,#1
2022-04-02,8,#1
2022-04-03,18,#1
2022-04-04,20,#1
2022-04-05,14,#1
2022-04-06,8,#1
2022-04-07,12,#1
2022-04-08,13,#1
2022-04-09,13,#1
2022-04-10,17,#1
2022-04-11,10,#1
2022-04-12,11,#1
2022-04-13,15,#1
2022-04-14,12,#1
2022-04-15,3,#1
2022-04-16,12,#1
2022-04-17,8,#1
2022-04-18,13,#1
2022-04-19,28,#1
2022-04-20,7,#1
2022-04-21,22,#1
2022-04-22,10,#1
2022-04-23,13,#1
2022-04-24,21,#1
2022-04-25,25,#1
2022-04-26,22,#1
2022-04-27,16,#1
2022-04-28,14,#1
2022-04-29,16,#1
2022-04-30,13,#1
2022-05-01,19,#1
2022-05-02,18,#1
2022-05-03,15,#1
2022-05-04,22,#1
2022-05-05,15,#1
2022-05-06,17,#1
2022-05-07,6,#1
2022-05-08,26,#1
2022-05-09,21,#1
2022-05-10,20,#1
2022-05-11,16,#1
2022-05-12,12,#1
2022-05-13,8,#1
2022-05-14,2,#1
2022-05-15,8,#1
2022-05-16,21,#1
2022-05-17,22,#1
2022-05-18,14,#1
2022-05-19,13,#1
2022-05-20,3,#1
2022-05-21,5,#1
2022-05-22,7,#1
2022-05-23,14,#1
2022-05-24,13,#1
2022-05-25,6,#1
2022-05-26,8,#1
2022-05-27,38,#1
2022-05-28,7,#1
2022-05-29,31,#1
2022-05-30,20,#1
2022-05-31,12,#1
2022-06-01,14,#1
2022-06-02,13,#1
2022-06-03,12,#1
2022-06-04,8,#1
2022-06-05,14,#1
2022-06-06,18,#1
2022-06-07,12,#1
2022-06-08,11,#1
2022-06-09,20,#1
2022-06-10,11,#1
2022-06-11,2,#1
2022-06-12,6,#1
2022-06-13,13,#1
2022-06-14,11,#1
2022-06-15,5,#1
2022-06-16,13,#1
2022-06-17,6,#1
2022-06-18,14,#1
2022-06-19,18,#1
2022-06-20,31,#1
2022-06-21,13,#1
2022-06-22,14,#1
2022-06-23,10,#1
2022-06-24,7,#1
2022-06-25,4,#1
2022-06-26,14,#1
2022-06-27,23,#1
2022-06-28,5,#1
2022-06-29,4,#1
2022-06-30,12,#1
2022-07-01,4,#1
2022-07-02,5,#1
2022-07-03,16,#1
2022-07-04,8,#1
2022-07-05,10,#1
2022-07-06,5,#1
2022-07-07,5,#1
2022-07-08,14,#1
2022-07-09,9,#1
2022-07-10,16,#1
2022-07-11,8,#1
2022-07-12,4,#1
2022-07-13,2,#1
2022-07-14,21,#1
2022-07-15,20,#1
2022-07-16,6,#1
2022-07-17,18,#1
2022-07-18,19,#1
2022-07-19,8,#1
2022-07-20,14,#1
2022-07-21,9,#1
2022-07-22,5,#1
2022-07-23,7,#1
2022-07-24,9,#1
2022-07-25,6,#1
2022-07-26,8,#1
2022-07-27,13,#1
2022-07-28,7,#1
2022-07-29,4,#1
2022-07-30,5,#1
2022-07-31,4,#1
2022-08-01,8,#1
2022-08-02,4,#1
2022-08-03,11,#1
2022-08-04,7,#1
2022-08-05,6,#1
2022-08-06,8,#1
2022-08-07,2,#1
2022-08-08,9,#1
2022-08-09,5,#1
2022-08-10,9,#1
2022-08-11,7,#1
2022-08-12,6,#1
2022-08-13,5,#1
2022-08-14,5,#1
2022-08-15,8,#1
2022-08-16,6,#1
2022-08-17,14,#1
2022-08-18,14,#1
2022-08-19,3,#1
2022-08-20,8,#1
2022-08-21,8,#1
2022-08-22,8,#1
2022-08-23,12,#1
2022-08-24,11,#1
2022-08-25,10,#1
2022-08-26,10,#1
2022-08-27,2,#1
2022-08-28,6,#1
2022-08-29,7,#1
2022-08-30,7,#1
2022-08-31,13,#1
2022-09-01,8,#1
2022-09-02,1,#1
2022-09-03,7,#1
2022-09-04,8,#1
2022-09-05,8,#1
2022-09-06,8,#1
2022-09-07,10,#1
2022-09-08,12,#1
2022-09-09,10,#1
2022-09-10,10,#1
2022-09-11,16,#1
2022-09-12,22,#1
2022-09-13,26,#1
2022-09-14,19,#1
2022-09-15,13,#1
2022-09-16,5,#1
2022-09-17,8,#1
2022-09-18,7,#1
2022-09-19,7,#1
2022-09-20,10,#1
2022-09-21,14,#1
2022-09-22,8,#1
2022-09-23,3,#1
2022-09-24,6,#1
2022-09-25,7,#1
2022-09-26,20,#1
2022-09-27,12,#1
2022-09-28,8,#1
2022-09-29,7,#1
2022-09-30,4,#1
2022-10-01,9,#1
2022-10-02,8,#1
2022-10-03,5,#1
2022-10-04,28,#1
2022-10-05,11,#1
2022-10-06,4,#1
2022-10-07,7,#1
2022-10-08,3,#1
2022-10-09,7,#1
2022-10-10,4,#1
2022-10-11,11,#1
2022-10-12,8,#1
2022-10-13,7,#1
2022-10-14,10,#1
2022-10-15,0,#1
2022-10-16,6,#1
2022-10-17,10,#1
2022-10-18,20,#1
2022-10-19,12,#1
2022-10-20,13,#1
2022-10-21,9,#1
2022-10-22,8,#1
2022-10-23,8,#1
2022-10-24,5,#1
2022-10-25,23,#1
2022-10-26,22,#1
2022-10-27,9,#1
2022-10-28,10,#1
2022-10-29,12,#1
2022-10-30,10,#1
2022-10-31,7,#1
2022-11-01,23,#1
2022-11-02,7,#1
2022-11-03,15,#1
2022-11-04,9,#1
2022-11-05,3,#1
2022-11-06,8,#1
2022-11-07,5,#1
2022-11-08,12,#1
2022-11-09,8,#1
2022-11-10,8,#1
2022-11-11,6,#1
2022-11-12,1,#1
2022-11-13,4,#1
2022-11-14,10,#1
2022-11-15,16,#1
2022-11-16,7,#1
2022-11-17,15,#1
2022-11-18,7,#1
2022-11-19,6,#1
2022-11-20,9,#1
2022-11-21,6,#1
2022-11-22,19,#1
2022-11-23,9,#1
2022-11-24,8,#1
2022-11-25,6,#1
2022-11-26,12,#1
2022-11-27,20,#1
2022-11-28,12,#1
2022-11-29,12,#1
2022-11-30,6,#1
2022-12-01,7,#1
2022-12-02,5,#1
2022-12-03,6,#1
2022-12-04,9,#1
2022-12-05,12,#1
2022-12-06,10,#1
2022-12-07,8,#1
2022-12-08,14,#1
2022-12-09,4,#1
2022-12-10,3,#1
2022-12-11,12,#1
2022-12-12,11,#1
2022-12-13,17,#1
2022-12-14,21,#1
2022-12-15,5,#1
2022-12-16,3,#1
2022-12-17,3,#1
2022-12-18,4,#1
2022-12-19,10,#1
2022-12-20,3,#1
2022-12-21,9,#1
2022-12-22,7,#1
2022-12-23,2,#1
2022-12-24,2,#1
2022-12-25,1,#1
2022-12-26,5,#1
2022-12-27,0,#1
2022-12-28,1,#1
2022-12-29,1,#1
2022-12-30,0,#1
2022-12-31,1,#1
2023-01-01,1,#1
2023-01-02,2,#1
2023-01-03,2,#1
2023-01-04,4,#1
2023-01-05,2,#1
2023-01-06,2,#1
2023-01-07,0,#1
2023-01-08,1,#1
2023-01-09,8,#1
2023-01-10,10,#1
2023-01-11,6,#1
2023-01-12,4,#1
2023-01-13,3,#1
2023-01-14,5,#1
2023-01-15,4,#1
2023-01-16,8,#1
2023-01-17,7,#1
2023-01-18,1,#1
2023-01-19,4,#1
2023-01-20,2,#1
2023-01-21,1,#1
2023-01-22,6,#1
2023-01-23,6,#1
2023-01-24,8,#1
2023-01-25,5,#1
2023-01-26,7,#1
2023-01-27,4,#1
2023-01-28,9,#1
2023-01-29,5,#1
2023-01-30,4,#1
2023-01-31,9,#1
2023-02-01,8,#1
2023-02-02,7,#1
2023-02-03,8,#1
2023-02-04,6,#1
2023-02-05,9,#1
2023-02-06,9,#1
2023-02-07,7,#1
2023-02-08,5,#1
2023-02-09,7,#1
2023-02-10,9,#1
2023-02-11,6,#1
2023-02-12,4,#1
2023-02-13,11,#1
2023-02-14,7,#1
2023-02-15,6,#1
2023-02-16,9,#1
2023-02-17,6,#1
2023-02-18,8,#1
2023-02-19,5,#1
2023-02-20,10,#1
2023-02-21,5,#1
2023-02-22,8,#1
2023-02-23,20,#1
2023-02-24,7,#1
2023-02-25,6,#1
2023-02-26,14,#1
2023-02-27,26,#1
2023-02-28,22,#1
2023-03-01,14,#1
2023-03-02,13,#1
2023-03-03,8,#1
2023-03-04,9,#1
2023-03-05,9,#1
2023-03-06,7,#1
2023-03-07,11,#1
2023-03-08,19,#1
2023-03-09,21,#1
2023-03-10,17,#1
2023-03-11,18,#1
2023-03-12,14,#1
2023-03-13,17,#1
2023-03-14,30,#1
2023-03-15,26,#1
2023-03-16,15,#1
2023-03-17,9,#1
2023-03-18,12,#1
2023-03-19,15,#1
2023-03-20,14,#1
2023-03-21,13,#1
2023-03-22,9,#1
2023-03-23,8,#1
2023-03-24,5,#1
2023-03-25,7,#1
2023-03-26,8,#1
2023-03-27,6,#1
2023-03-28,18,#1
2023-03-29,14,#1
2023-03-30,17,#1
2023-03-31,8,#1
2023-04-01,11,#1
2023-04-02,11,#1
2023-04-03,12,#1
2023-04-04,17,#1
2023-04-05,16,#1
2023-04-06,17,#1
2023-04-07,17,#1
2023-04-08,16,#1
2023-04-09,9,#1
2023-04-10,24,#1
2023-04-11,13,#1
2023-04-12,10,#1
2023-04-13,7,#1
2023-04-14,1,#1
2023-04-15,3,#1
2023-04-16,5,#1
2023-04-17,12,#1
2023-04-18,11,#1
2023-04-19,17,#1
2023-04-20,17,#1
2023-04-21,16,#1
2023-04-22,19,#1
2023-04-23,13,#1
2023-04-24,17,#1
2023-04-25,26,#1
2023-04-26,20,#1
2023-04-27,25,#1
2023-04-28,16,#1
2023-04-29,18,#1
2023-04-30,10,#1
2023-05-01,16,#1
2023-05-02,14,#1
2023-05-03,13,#1
2023-05-04,9,#1
2023-05-05,5,#1
2023-05-06,4,#1
2023-05-07,9,#1
2023-05-08,22,#1
2023-05-09,21,#1
2023-05-10,17,#1
2023-05-11,10,#1
2023-05-12,13,#1
2023-05-13,7,#1
2023-05-14,8,#1
2023-05-15,8,#1
2023-05-16,17,#1
2023-05-17,8,#1
2023-05-18,11,#1
2023-05-19,6,#1
2023-05-20,4,#1
2023-05-21,6,#1
2023-05-22,11,#1
2023-05-23,4,#1
2023-05-24,11,#1
2023-05-25,9,#1
2023-05-26,6,#1
2023-05-27,10,#1
2023-05-28,6,#1
2023-05-29,6,#1
2023-05-30,6,#1
2023-05-31,6,#1
2023-06-01,10,#1
2023-06-02,7,#1
2023-06-03,6,#1
2023-06-04,7,#1
2023-06-05,5,#1
2023-06-06,2,#1
2023-06-07,1,#1
2023-06-08,5,#1
2023-06-09,6,#1
2023-06-10,4,#1
2023-06-11,13,#1
2023-06-12,20,#1
2023-06-13,12,#1
2023-06-14,12,#1
2023-06-15,10,#1
2023-06-16,12,#1
2023-06-17,3,#1
2023-06-18,11,#1
2023-06-19,20,#1
2023-06-20,23,#1
2023-06-21,13,#1
2023-06-22,9,#1
2023-06-23,8,#1
2023-06-24,10,#1
2023-06-25,19,#1
2023-06-26,14,#1
2023-06-27,8,#1
2023-06-28,10,#1
2023-06-29,17,#1
2023-06-30,4,#1
2023-07-01,1,#1
2023-07-02,9,#1
2023-07-03,5,#1
2023-07-04,12,#1
2023-07-05,6,#1
2023-07-06,6,#1
2023-07-07,5,#1
2023-07-08,6,#1
2023-07-09,7,#1
2023-07-10,10,#1
2023-07-11,5,#1
2023-07-12,3,#1
2023-07-13,4,#1
2023-07-14,3,#1
2023-07-15,0,#1
2023-07-16,5,#1
2023-07-17,5,#1
2023-07-18,11,#1
2023-07-19,8,#1
2023-07-20,4,#1
2023-07-21,2,#1
2023-07-22,4,#1
2023-07-23,6,#1
2023-07-24,8,#1
2023-07-25,5,#1
2023-07-26,8,#1
2023-07-27,11,#1
2023-07-28,3,#1
2023-07-29,0,#1
2023-07-30,3,#1
2023-07-31,2,#1
2023-08-01,7,#1
2023-08-02,4,#1
2023-08-03,0,#1
2023-08-04,3,#1
2023-08-05,6,#1
2023-08-06,3,#1
2023-08-07,2,#1
2023-08-08,7,#1
2023-08-09,6,#1
2023-08-10,1,#1
2023-08-11,6,#1
2023-08-12,0,#1
2023-08-13,6,#1
2023-08-14,8,#1
2023-08-15,18,#1
2023-08-16,11,#1
2023-08-17,15,#1
2023-08-18,2,#1
2023-08-19,1,#1
2023-08-20,18,#1
2023-08-21,9,#1
2023-08-22,10,#1
2023-08-23,5,#1
2023-08-24,16,#1
2023-08-25,5,#1
2023-08-26,4,#1
2023-08-27,5,#1
2023-08-28,16,#1
2023-08-29,12,#1
2023-08-30,13,#1
2023-08-31,15,#1
2023-09-01,12,#1
2023-09-02,5,#1
2023-09-03,13,#1
2023-09-04,6,#1
2023-09-05,5,#1
2023-09-06,4,#1
2023-09-07,3,#1
2023-09-08,9,#1
2023-09-09,5,#1
2023-09-10,4,#1
2023-09-11,10,#1
2023-09-12,9,#1
2023-09-13,6,#1
2023-09-14,8,#1
2023-09-15,1,#1
2023-09-16,4,#1
2023-09-17,11,#1
2023-09-18,6,#1
2023-09-19,9,#1
2023-09-20,10,#1
2023-09-21,8,#1
2023-09-22,8,#1
2023-09-23,3,#1
2023-09-24,6,#1
2023-09-25,14,#1
2023-09-26,10,#1
2023-09-27,12,#1
2023-09-28,21,#1
2023-09-29,7,#1
2023-09-30,5,#1
2023-10-01,11,#1
2023-10-02,13,#1
2023-10-03,6,#1
2023-10-04,4,#1
2023-10-05,3,#1
2023-10-06,5,#1
2023-10-07,3,#1
2023-10-08,14,#1
2023-10-09,10,#1
2023-10-10,8,#1
2023-10-11,10,#1
2023-10-12,3,#1
2023-10-13,17,#1
2023-10-14,7,#1
2023-10-15,5,#1
2023-10-16,10,#1
2023-10-17,11,#1
2023-10-18,7,#1
2023-10-19,14,#1
2023-10-20,8,#1
2023-10-21,8,#1
2023-10-22,20,#1
2023-10-23,6,#1
2023-10-24,10,#1
2023-10-25,7,#1
2023-10-26,9,#1
2023-10-27,6,#1
2023-10-28,11,#1
2023-10-29,6,#1
2023-10-30,6,#1
2023-10-31,8,#1
2023-11-01,7,#1
2023-11-02,5,#1
2023-11-03,5,#1
2023-11-04,1,#1
2023-11-05,3,#1
2023-11-06,9,#1
2023-11-07,12,#1
2023-11-08,10,#1
2023-11-09,7,#1
2023-11-10,9,#1
2023-11-11,5,#1
2023-11-12,4,#1
2023-11-13,12,#1
2023-11-14,8,#1
2023-11-15,13,#1
2023-11-16,7,#1
2023-11-17,8,#1
2023-11-18,2,#1
2023-11-19,4,#1
2023-11-20,8,#1
2023-11-21,14,#1
2023-11-22,11,#1
2023-11-23,7,#1
2023-11-24,8,#1
2023-11-25,8,#1
2023-11-26,8,#1
2023-11-27,23,#1
2023-11-28,16,#1
2023-11-29,9,#1
2023-11-30,7,#1
2023-12-01,2,#1
2023-12-02,3,#1
2023-12-03,5,#1
2023-12-04,21,#1
2023-12-05,13,#1
2023-12-06,8,#1
2023-12-07,12,#1
2023-12-08,4,#1
2023-12-09,4,#1
2023-12-10,9,#1
2023-12-11,21,#1
2023-12-12,19,#1
2023-12-13,8,#1
2023-12-14,8,#1
2023-12-15,2,#1
2023-12-16,1,#1
2023-12-17,4,#1
2023-12-18,2,#1
2023-12-19,5,#1
2023-12-20,2,#1
2023-12-21,4,#1
2023-12-22,5,#1
2023-12-23,0,#1
2023-12-24,3,#1
2023-12-25,4,#1
2023-12-26,1,#1
2023-12-27,4,#1
2023-12-28,6,#1
2023-12-29,9,#1
2023-12-30,4,#1
2023-12-31,6,#1
2024-01-01,3,#1
2024-01-02,14,#1
2024-01-03,7,#1
2024-01-04,2,#1
2024-01-05,8,#1
2024-01-06,7,#1
2024-01-07,6,#1
2024-01-08,11,#1
2024-01-09,9,#1
2024-01-10,8,#1
2024-01-11,6,#1
2024-01-12,8,#1
2024-01-13,3,#1
2024-01-14,8,#1
2024-01-15,8,#1
2024-01-16,6,#1
2024-01-17,8,#1
2024-01-18,4,#1
2024-01-19,2,#1
2024-01-20,9,#1
2024-01-21,16,#1
2024-01-22,54,#1
2024-01-23,14,#1
2024-01-24,17,#1
2024-01-25,13,#1
2024-01-26,9,#1
2024-01-27,7,#1
2024-01-28,10,#1
2024-01-29,20,#1
2024-01-30,14,#1
2024-01-31,8,#1
2024-02-01,9,#1
2024-02-02,6,#1
2024-02-03,10,#1
2024-02-04,11,#1
2024-02-05,18,#1
2024-02-06,11,#1
2024-02-07,11,#1
2024-02-08,3,#1
2024-02-09,12,#1
2024-02-10,7,#1
2024-02-11,7,#1
2024-02-12,6,#1
2024-02-13,7,#1
2024-02-14,11,#1
2024-02-15,10,#1
2024-02-16,10,#1
2024-02-17,5,#1
2024-02-18,8,#1
2024-02-19,2,#1
2024-02-20,15,#1
2024-02-21,10,#1
2024-02-22,10,#1
2024-02-23,16,#1
2024-02-24,2,#1
2024-02-25,6,#1
2024-02-26,7,#1
2024-02-27,9,#1
2024-02-28,7,#1
2024-02-29,3,#1
2024-03-01,4,#1
2024-03-02,6,#1
2024-03-03,5,#1
2024-03-04,18,#1
2024-03-05,3,#1
2024-03-06,16,#1
2024-03-07,13,#1
2024-03-08,7,#1
2024-03-09,11,#1
2024-03-10,9,#1
2024-03-11,16,#1
2024-03-12,5,#1
2024-03-13,15,#1
2024-03-14,8,#1
2024-03-15,9,#1
2024-03-16,5,#1
2024-03-17,11,#1
2024-03-18,10,#1
2024-03-19,5,#1
2024-03-20,12,#1
2024-03-21,9,#1
2024-03-22,3,#1
2024-03-23,9,#1
2024-03-24,1,#1
2024-03-25,3,#1
2024-03-26,9,#1
2024-03-27,4,#1
2024-03-28,1,#1
2024-03-29,1,#1
2024-03-30,4,#1
2024-03-31,4,#1
2024-04-01,3,#1
2024-04-02,13,#1
2024-04-03,2,#1
2024-04-04,10,#1
2024-04-05,4,#1
2024-04-06,11,#1
2024-04-07,3,#1
2024-04-08,13,#1
2024-04-09,15,#1
2024-04-10,9,#1
2024-04-11,6,#1
2024-04-12,5,#1
2024-04-13,7,#1
2024-04-14,7,#1
2024-04-15,3,#1
2024-04-16,3,#1
2024-04-17,7,#1
2024-04-18,2,#1
2024-04-19,10,#1
2024-04-20,2,#1
2024-04-21,6,#1
2024-04-22,14,#1
2024-04-23,12,#1
2024-04-24,4,#1
2024-04-25,15,#1
2024-04-26,5,#1
2024-04-27,4,#1
2024-04-28,4,#1
2024-04-29,10,#1
2024-04-30,7,#1
2024-05-01,24,#1
2024-05-02,10,#1
2024-05-03,8,#1
2024-05-04,2,#1
2024-05-05,2,#1
2024-05-06,7,#1
2024-05-07,4,#1
2024-05-08,7,#1
2024-05-09,5,#1
2024-05-10,8,#1
2024-05-11,0,#1
2024-05-12,3,#1
2024-05-13,3,#1
2024-05-14,7,#1
2024-05-15,6,#1
2024-05-16,10,#1
2024-05-17,1,#1
2024-05-18,10,#1
2024-05-19,4,#1
2024-05-20,3,#1
2024-05-21,7,#1
2024-05-22,7,#1
2024-05-23,10,#1
2024-05-24,4,#1
2024-05-25,3,#1
2024-05-26,5,#1
2024-05-27,6,#1
2024-05-28,9,#1
2024-05-29,5,#1
2024-05-30,1,#1
2024-05-31,1,#1
2024-06-01,5,#1
2024-06-02,3,#1
2024-06-03,3,#1
2024-06-04,3,#1
2024-06-05,7,#1
2024-06-06,7,#1
2024-06-07,3,#1
2024-06-08,5,#1
2024-06-09,6,#1
2024-06-10,17,#1
2024-06-11,14,#1
2024-06-12,5,#1
2024-06-13,7,#1
2024-06-14,2,#1
2024-06-15,8,#1
2024-06-16,6,#1
2024-06-17,13,#1
2024-06-18,10,#1
2024-06-19,10,#1
2024-06-20,7,#1
2024-06-21,2,#1
2024-06-22,4,#1
2024-06-23,3,#1
2024-06-24,9,#1
2024-06-25,6,#1
2024-06-26,3,#1
2024-06-27,1,#1
2024-06-28,3,#1
2024-06-29,5,#1
2024-06-30,3,#1
2024-07-01,3,#1
2024-07-02,5,#1
2024-07-03,2,#1
