Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2009,2009,t,371128.57,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2010,2010,t,378835.71,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2011,2011,t,382630,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2012,2012,t,373467.51,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2013,2013,t,369597.46,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2014,2014,t,378588.89,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2015,2015,t,406787.03,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2016,2016,t,440046.48,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2017,2017,t,453498.05,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2018,2018,t,468447.09,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2019,2019,t,489193.42,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2020,2020,t,531442.78,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2021,2021,t,580877.53,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,21511.01,Fat of pigs,2022,2022,t,614947.34,I,Imputed value,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1961,1961,t,16074,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1962,1962,t,17303,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1963,1963,t,18182,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1964,1964,t,17674,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1965,1965,t,20206,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1966,1966,t,20415,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1967,1967,t,20513,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1968,1968,t,20580,A,Official figure,
QCL,Crops and livestock products,76,Brazil,5510,Production,1315,Figs,1969,1969,t,21991,A,Official figure,
