"","dia","hora","sentido","eixos_2","eixos_3","eixos_4","eixos_5","eixos_6","eixos_7","eixos_8","eixos_9","passeio","moto","outros"
"697",10,16,"C","18","10","6","3","21","2","0","1","420","14","10"
"698",10,16,"D","14","15","11","2","3","0","0","2","642","19","12"
"699",10,16,"Total","32","25","17","5","24","2","0","3","1062","33","22"
"700",10,17,"C","18","13","3","9","16","3","0","3","333","10","11"
"701",10,17,"D","15","21","10","4","7","0","0","2","689","28","15"
"702",10,17,"Total","33","34","13","13","23","3","0","5","1022","38","26"
"703",10,18,"C","16","18","4","9","19","3","0","1","279","8","13"
"704",10,18,"D","20","22","6","3","8","0","0","0","523","19","13"
"705",10,18,"Total","36","40","10","12","27","3","0","1","802","27","26"
"706",10,19,"C","19","14","10","10","15","1","0","3","265","2","10"
"707",10,19,"D","17","34","7","5","11","1","0","2","465","11","11"
"708",10,19,"Total","36","48","17","15","26","2","0","5","730","13","21"
"709",10,20,"C","10","9","2","3","7","1","0","0","203","2","4"
"710",10,20,"D","30","30","17","8","12","0","0","0","341","6","11"
"711",10,20,"Total","40","39","19","11","19","1","0","0","544","8","15"
"712",10,21,"C","19","17","9","4","6","1","0","0","119","5","10"
"713",10,21,"D","12","13","9","7","4","1","0","0","272","11","7"
"714",10,21,"Total","31","30","18","11","10","2","0","0","391","16","17"
"715",10,22,"C","12","16","8","3","11","0","0","0","83","2","2"
"716",10,22,"D","12","31","13","10","7","0","0","0","173","1","2"
"717",10,22,"Total","24","47","21","13","18","0","0","0","256","3","4"
"718",10,23,"C","5","9","4","1","7","0","0","0","52","1","2"
"719",10,23,"D","5","11","10","4","6","0","0","0","94","4","4"
"720",10,23,"Total","10","20","14","5","13","0","0","0","146","5","6"
"721",11,0,"C","6","10","2","2","3","1","0","0","28","0","4"
"722",11,0,"D","4","18","14","7","8","0","0","0","56","4","6"
"723",11,0,"Total","10","28","16","9","11","1","0","0","84","4","10"
"724",11,1,"C","5","5","3","1","2","0","0","0","41","2","2"
"725",11,1,"D","8","16","13","3","5","0","0","0","26","3","4"
"726",11,1,"Total","13","21","16","4","7","0","0","0","67","5","6"
"727",11,2,"C","3","2","2","8","14","0","0","0","15","5","10"
"728",11,2,"D","6","25","10","2","6","0","0","0","27","2","3"
"729",11,2,"Total","9","27","12","10","20","0","0","0","42","7","13"
"730",11,3,"C","10","8","4","9","11","0","0","0","27","4","2"
"731",11,3,"D","12","13","24","4","4","0","0","0","21","1","7"
"732",11,3,"Total","22","21","28","13","15","0","0","0","48","5","9"
"733",11,4,"C","11","17","2","10","20","0","0","0","92","7","13"
"734",11,4,"D","11","18","29","4","4","0","0","0","45","2","7"
"735",11,4,"Total","22","35","31","14","24","0","0","0","137","9","20"
"736",11,5,"C","19","11","7","21","29","3","0","1","223","11","26"
"737",11,5,"D","24","32","47","7","13","1","0","0","131","5","18"
"738",11,5,"Total","43","43","54","28","42","4","0","1","354","16","44"
"739",11,6,"C","61","24","14","25","45","4","2","4","376","14","37"
"740",11,6,"D","36","24","48","4","11","1","0","0","343","16","19"
"741",11,6,"Total","97","48","62","29","56","5","2","4","719","30","56"
"742",11,7,"C","37","18","15","52","41","3","0","2","420","21","48"
"743",11,7,"D","37","16","59","15","13","0","0","1","417","8","18"
"744",11,7,"Total","74","34","74","67","54","3","0","3","837","29","66"
"745",11,8,"C","35","27","8","45","48","1","1","1","408","12","32"
"746",11,8,"D","30","17","66","12","15","2","0","0","409","13","14"
"747",11,8,"Total","65","44","74","57","63","3","1","1","817","25","46"
"748",11,9,"C","45","31","11","64","43","2","0","1","458","7","37"
"749",11,9,"D","33","23","84","21","21","2","0","2","387","9","22"
"750",11,9,"Total","78","54","95","85","64","4","0","3","845","16","59"
"751",11,10,"C","28","21","12","49","34","3","0","1","347","21","38"
"752",11,10,"D","28","19","83","19","19","4","0","1","361","8","15"
"753",11,10,"Total","56","40","95","68","53","7","0","2","708","29","53"
"754",11,11,"C","51","56","23","58","43","1","0","3","400","12","41"
"755",11,11,"D","27","14","85","20","24","1","0","2","343","11","21"
"756",11,11,"Total","78","70","108","78","67","2","0","5","743","23","62"
"757",11,12,"C","49","35","21","39","49","1","0","3","313","8","33"
"758",11,12,"D","30","24","62","17","26","4","0","2","305","5","22"
"759",11,12,"Total","79","59","83","56","75","5","0","5","618","13","55"
"760",11,13,"C","32","27","20","53","46","1","0","2","314","10","27"
"761",11,13,"D","29","26","59","22","15","0","0","1","308","9","26"
"762",11,13,"Total","61","53","79","75","61","1","0","3","622","19","53"
"763",11,14,"C","45","37","26","65","54","4","0","4","338","13","36"
"764",11,14,"D","34","20","59","21","11","1","0","0","310","6","24"
"765",11,14,"Total","79","57","85","86","65","5","0","4","648","19","60"
"766",11,15,"C","43","26","22","49","51","3","0","3","327","14","30"
"767",11,15,"D","28","24","64","18","23","1","1","2","357","9","30"
"768",11,15,"Total","71","50","86","67","74","4","1","5","684","23","60"
"769",11,16,"C","42","23","15","26","39","1","0","3","289","11","24"
"770",11,16,"D","28","23","66","17","23","2","0","0","357","7","25"
"771",11,16,"Total","70","46","81","43","62","3","0","3","646","18","49"
"772",11,17,"C","40","31","18","44","52","4","0","1","292","5","23"
"773",11,17,"D","46","27","55","18","19","4","4","3","305","11","27"
"774",11,17,"Total","86","58","73","62","71","8","4","4","597","16","50"
"775",11,18,"C","27","27","25","50","40","1","0","1","230","10","16"
"776",11,18,"D","39","17","41","28","12","1","0","0","289","5","17"
"777",11,18,"Total","66","44","66","78","52","2","0","1","519","15","33"
"778",11,19,"C","22","36","24","44","46","0","0","2","184","11","11"
"779",11,19,"D","34","32","35","15","22","2","0","0","173","3","15"
"780",11,19,"Total","56","68","59","59","68","2","0","2","357","14","26"
"781",11,20,"C","18","28","10","41","45","4","0","0","130","6","13"
"782",11,20,"D","24","19","32","16","17","1","0","0","118","4","8"
"783",11,20,"Total","42","47","42","57","62","5","0","0","248","10","21"
"784",11,21,"C","14","14","12","32","38","2","0","0","75","5","9"
"785",11,21,"D","19","24","44","7","11","2","0","0","94","3","14"
"786",11,21,"Total","33","38","56","39","49","4","0","0","169","8","23"
"787",11,22,"C","8","16","9","21","26","0","0","0","51","4","11"
"788",11,22,"D","16","21","32","5","8","0","0","0","82","1","7"
"789",11,22,"Total","24","37","41","26","34","0","0","0","133","5","18"
"790",11,23,"C","5","22","10","14","14","0","0","0","29","5","5"
"791",11,23,"D","8","18","24","5","5","0","0","0","41","4","6"
"792",11,23,"Total","13","40","34","19","19","0","0","0","70","9","11"
"793",12,0,"C","8","11","11","13","12","1","0","0","15","2","4"
"794",12,0,"D","8","8","26","7","6","0","0","1","26","2","2"
"795",12,0,"Total","16","19","37","20","18","1","0","1","41","4","6"
"796",12,1,"C","8","9","2","6","5","0","0","0","16","1","9"
"797",12,1,"D","8","7","26","4","8","0","0","0","22","2","4"
"798",12,1,"Total","16","16","28","10","13","0","0","0","38","3","13"
"799",12,2,"C","9","6","4","8","8","0","0","0","13","1","2"
"800",12,2,"D","2","4","20","6","6","0","0","0","19","0","1"
"801",12,2,"Total","11","10","24","14","14","0","0","0","32","1","3"
"802",12,3,"C","8","9","2","15","14","0","0","0","26","4","7"
"803",12,3,"D","4","8","14","7","4","3","0","0","18","4","4"
"804",12,3,"Total","12","17","16","22","18","3","0","0","44","8","11"
"805",12,4,"C","14","21","8","18","23","0","0","0","44","2","10"
"806",12,4,"D","17","17","23","6","9","1","0","0","28","4","9"
"807",12,4,"Total","31","38","31","24","32","1","0","0","72","6","19"
"808",12,5,"C","20","21","19","22","41","0","0","3","115","12","28"
"809",12,5,"D","15","11","46","14","15","2","0","0","82","3","19"
"810",12,5,"Total","35","32","65","36","56","2","0","3","197","15","47"
"811",12,6,"C","57","32","23","40","42","3","0","7","246","11","34"
"812",12,6,"D","50","23","51","10","10","2","0","3","194","7","13"
"813",12,6,"Total","107","55","74","50","52","5","0","10","440","18","47"
"814",12,7,"C","48","26","15","52","54","4","0","4","336","9","30"
"815",12,7,"D","23","17","67","12","13","0","0","2","283","7","21"
"816",12,7,"Total","71","43","82","64","67","4","0","6","619","16","51"
"817",12,8,"C","40","37","14","77","60","0","0","2","384","8","33"
"818",12,8,"D","35","29","76","14","20","2","0","0","301","11","21"
"819",12,8,"Total","75","66","90","91","80","2","0","2","685","19","54"
"820",12,9,"C","37","29","21","63","44","2","0","4","357","10","36"
"821",12,9,"D","46","27","90","23","24","3","0","0","301","10","23"
"822",12,9,"Total","83","56","111","86","68","5","0","4","658","20","59"
"823",12,10,"C","29","22","20","51","44","2","0","3","286","13","18"
"824",12,10,"D","34","24","80","20","28","3","0","2","288","7","23"
"825",12,10,"Total","63","46","100","71","72","5","0","5","574","20","41"
"826",12,11,"C","36","18","21","47","56","2","0","1","288","15","21"
"827",12,11,"D","38","25","70","16","26","4","0","3","281","5","24"
"828",12,11,"Total","74","43","91","63","82","6","0","4","569","20","45"
"829",12,12,"C","31","31","29","47","40","2","0","3","242","8","33"
"830",12,12,"D","35","27","76","12","17","1","1","3","298","8","22"
"831",12,12,"Total","66","58","105","59","57","3","1","6","540","16","55"
"832",12,13,"C","35","19","18","59","57","0","0","1","255","17","32"
"833",12,13,"D","28","38","89","24","26","1","0","2","324","12","28"
"834",12,13,"Total","63","57","107","83","83","1","0","3","579","29","60"
"835",12,14,"C","31","37","24","65","46","2","0","1","290","15","29"
"836",12,14,"D","35","33","79","12","16","2","0","1","287","10","26"
"837",12,14,"Total","66","70","103","77","62","4","0","2","577","25","55"
"838",12,15,"C","35","27","31","54","63","0","0","3","272","9","30"
"839",12,15,"D","46","42","77","15","17","5","0","2","298","6","31"
"840",12,15,"Total","81","69","108","69","80","5","0","5","570","15","61"
"841",12,16,"C","39","28","19","47","65","1","0","4","333","12","26"
"842",12,16,"D","45","32","85","22","24","1","0","2","354","7","27"
"843",12,16,"Total","84","60","104","69","89","2","0","6","687","19","53"
"844",12,17,"C","58","28","17","43","55","1","0","5","272","6","31"
"845",12,17,"D","55","37","63","28","14","0","0","2","296","8","17"
"846",12,17,"Total","113","65","80","71","69","1","0","7","568","14","48"
"847",12,18,"C","19","30","18","43","47","2","0","0","250","14","29"
"848",12,18,"D","37","36","79","38","28","4","0","1","259","7","32"
"849",12,18,"Total","56","66","97","81","75","6","0","1","509","21","61"
"850",12,19,"C","30","30","17","32","54","1","0","1","140","9","10"
"851",12,19,"D","38","48","50","19","28","1","0","1","186","14","21"
"852",12,19,"Total","68","78","67","51","82","2","0","2","326","23","31"
"853",12,20,"C","30","25","19","36","51","0","0","3","131","14","15"
"854",12,20,"D","40","38","55","13","29","1","0","1","112","4","19"
"855",12,20,"Total","70","63","74","49","80","1","0","4","243","18","34"
"856",12,21,"C","8","11","11","33","34","2","0","0","69","8","12"
"857",12,21,"D","30","29","39","9","23","1","0","0","87","6","17"
"858",12,21,"Total","38","40","50","42","57","3","0","0","156","14","29"
"859",12,22,"C","18","23","8","24","21","0","0","1","66","7","9"
"860",12,22,"D","20","35","41","12","17","0","0","0","64","3","14"
"861",12,22,"Total","38","58","49","36","38","0","0","1","130","10","23"
"862",12,23,"C","4","8","6","11","13","2","0","1","49","3","3"
"863",12,23,"D","10","17","29","5","12","1","0","0","36","3","5"
"864",12,23,"Total","14","25","35","16","25","3","0","1","85","6","8"
"865",13,0,"C","10","11","8","11","11","2","0","1","30","1","7"
"866",13,0,"D","8","18","28","12","8","1","0","0","18","8","12"
"867",13,0,"Total","18","29","36","23","19","3","0","1","48","9","19"
"868",13,1,"C","5","9","3","9","15","0","0","0","14","2","4"
"869",13,1,"D","5","10","18","7","5","0","0","0","12","1","7"
"870",13,1,"Total","10","19","21","16","20","0","0","0","26","3","11"
"871",13,2,"C","5","5","3","14","10","1","0","0","7","3","3"
"872",13,2,"D","6","7","29","7","8","0","0","0","25","7","5"
"873",13,2,"Total","11","12","32","21","18","1","0","0","32","10","8"
"874",13,3,"C","5","14","4","27","13","0","0","0","10","4","2"
"875",13,3,"D","16","7","18","4","2","0","0","0","12","1","9"
"876",13,3,"Total","21","21","22","31","15","0","0","0","22","5","11"
"877",13,4,"C","10","18","4","21","27","1","0","0","52","9","13"
"878",13,4,"D","9","15","30","3","7","1","0","0","23","3","9"
"879",13,4,"Total","19","33","34","24","34","2","0","0","75","12","22"
"880",13,5,"C","23","26","17","30","47","1","0","0","136","5","30"
"881",13,5,"D","18","19","44","10","18","1","0","0","66","1","20"
"882",13,5,"Total","41","45","61","40","65","2","0","0","202","6","50"
"883",13,6,"C","51","28","26","38","50","2","0","8","240","10","54"
"884",13,6,"D","41","27","71","17","18","6","0","3","191","3","19"
"885",13,6,"Total","92","55","97","55","68","8","0","11","431","13","73"
"886",13,7,"C","49","25","18","45","43","4","0","4","319","15","39"
"887",13,7,"D","25","23","97","16","34","2","0","1","295","10","25"
"888",13,7,"Total","74","48","115","61","77","6","0","5","614","25","64"
"889",13,8,"C","45","30","23","49","36","3","1","3","396","13","31"
"890",13,8,"D","37","17","73","9","22","1","0","3","286","9","22"
"891",13,8,"Total","82","47","96","58","58","4","1","6","682","22","53"
"892",13,9,"C","39","34","32","65","36","2","0","1","292","12","26"
"893",13,9,"D","46","41","92","18","32","4","0","2","260","7","26"
"894",13,9,"Total","85","75","124","83","68","6","0","3","552","19","52"
"895",13,10,"C","41","29","29","46","44","1","0","5","296","17","31"
"896",13,10,"D","38","18","63","22","18","2","0","1","258","3","27"
"897",13,10,"Total","79","47","92","68","62","3","0","6","554","20","58"
"898",13,11,"C","38","41","21","62","61","5","0","3","245","13","16"
"899",13,11,"D","29","25","80","23","27","2","0","1","273","4","16"
"900",13,11,"Total","67","66","101","85","88","7","0","4","518","17","32"
"901",13,12,"C","38","38","23","51","51","1","0","0","268","13","40"
"902",13,12,"D","28","26","86","14","29","2","0","0","265","5","13"
"903",13,12,"Total","66","64","109","65","80","3","0","0","533","18","53"
"904",13,13,"C","34","47","25","65","57","1","0","0","296","16","51"
"905",13,13,"D","35","32","66","24","27","3","1","1","299","10","25"
"906",13,13,"Total","69","79","91","89","84","4","1","1","595","26","76"
"907",13,14,"C","50","37","24","51","65","2","0","0","270","10","32"
"908",13,14,"D","35","32","88","19","16","7","0","1","322","6","33"
"909",13,14,"Total","85","69","112","70","81","9","0","1","592","16","65"
"910",13,15,"C","24","24","11","28","43","1","0","0","340","15","22"
"911",13,15,"D","54","33","55","19","23","1","0","1","376","6","24"
"912",13,15,"Total","78","57","66","47","66","2","0","1","716","21","46"
"913",13,16,"C","31","39","27","60","52","4","0","5","298","9","28"
"914",13,16,"D","48","24","61","18","18","1","0","3","333","3","32"
"915",13,16,"Total","79","63","88","78","70","5","0","8","631","12","60"
"916",13,17,"C","52","23","21","33","50","1","0","1","288","6","36"
"917",13,17,"D","46","34","60","19","19","0","0","1","349","4","21"
"918",13,17,"Total","98","57","81","52","69","1","0","2","637","10","57"
"919",13,18,"C","26","40","23","34","44","6","0","4","253","5","22"
"920",13,18,"D","38","36","69","30","22","1","0","2","269","5","21"
"921",13,18,"Total","64","76","92","64","66","7","0","6","522","10","43"
"922",13,19,"C","25","35","26","33","49","0","0","1","182","6","12"
"923",13,19,"D","31","29","40","14","16","3","0","0","191","1","17"
"924",13,19,"Total","56","64","66","47","65","3","0","1","373","7","29"
"925",13,20,"C","22","34","13","28","33","2","0","1","113","14","16"
"926",13,20,"D","35","31","37","18","32","0","0","1","141","6","21"
"927",13,20,"Total","57","65","50","46","65","2","0","2","254","20","37"
"928",13,21,"C","8","16","6","19","36","2","0","0","66","8","5"
"929",13,21,"D","30","17","31","17","14","0","0","0","66","4","12"
"930",13,21,"Total","38","33","37","36","50","2","0","0","132","12","17"
"931",13,22,"C","7","19","10","20","24","3","0","1","58","10","6"
"932",13,22,"D","7","20","35","8","12","2","0","0","54","7","8"
"933",13,22,"Total","14","39","45","28","36","5","0","1","112","17","14"
"934",13,23,"C","5","20","6","12","18","1","0","0","42","4","3"
"935",13,23,"D","9","18","29","8","10","1","0","0","45","3","6"
"936",13,23,"Total","14","38","35","20","28","2","0","0","87","7","9"
"937",14,0,"C","5","16","9","15","16","0","0","3","30","3","7"
"938",14,0,"D","12","13","24","4","13","1","0","0","25","2","4"
"939",14,0,"Total","17","29","33","19","29","1","0","3","55","5","11"
"940",14,1,"C","4","9","5","16","11","0","0","0","18","6","3"
"941",14,1,"D","6","10","17","3","8","0","0","0","16","0","5"
"942",14,1,"Total","10","19","22","19","19","0","0","0","34","6","8"
"943",14,2,"C","11","5","1","8","12","0","0","0","12","4","5"
"944",14,2,"D","5","5","23","8","4","0","0","0","10","1","5"
"945",14,2,"Total","16","10","24","16","16","0","0","0","22","5","10"
"946",14,3,"C","8","5","5","8","10","0","0","0","22","2","9"
"947",14,3,"D","12","14","21","6","9","0","0","0","14","7","3"
"948",14,3,"Total","20","19","26","14","19","0","0","0","36","9","12"
"949",14,4,"C","18","19","4","5","9","1","0","1","62","6","16"
"950",14,4,"D","6","16","25","6","6","1","0","0","23","0","5"
"951",14,4,"Total","24","35","29","11","15","2","0","1","85","6","21"
"952",14,5,"C","27","12","17","27","27","1","0","2","124","6","27"
"953",14,5,"D","26","34","34","16","21","1","0","1","73","6","20"
"954",14,5,"Total","53","46","51","43","48","2","0","3","197","12","47"
"955",14,6,"C","71","35","35","33","45","1","0","8","256","14","36"
"956",14,6,"D","28","32","70","18","11","0","0","1","176","5","28"
"957",14,6,"Total","99","67","105","51","56","1","0","9","432","19","64"
"958",14,7,"C","39","36","22","51","40","0","1","2","298","13","36"
"959",14,7,"D","32","12","54","18","32","3","0","1","310","5","29"
"960",14,7,"Total","71","48","76","69","72","3","1","3","608","18","65"
"961",14,8,"C","36","23","26","45","39","0","0","2","326","12","41"
"962",14,8,"D","36","34","72","11","38","2","0","3","325","4","31"
"963",14,8,"Total","72","57","98","56","77","2","0","5","651","16","72"
"964",14,9,"C","40","20","15","41","44","3","0","2","314","21","31"
"965",14,9,"D","36","29","88","21","24","0","0","0","251","7","18"
"966",14,9,"Total","76","49","103","62","68","3","0","2","565","28","49"
"967",14,10,"C","38","26","13","48","45","2","0","1","282","15","27"
"968",14,10,"D","36","26","65","27","26","3","0","4","287","7","25"
"969",14,10,"Total","74","52","78","75","71","5","0","5","569","22","52"
"970",14,11,"C","33","38","26","66","65","3","0","2","271","11","45"
"971",14,11,"D","30","22","73","18","23","2","0","0","262","6","27"
"972",14,11,"Total","63","60","99","84","88","5","0","2","533","17","72"
"973",14,12,"C","29","24","18","36","58","0","0","2","246","17","32"
"974",14,12,"D","33","18","71","19","20","0","0","0","263","7","27"
"975",14,12,"Total","62","42","89","55","78","0","0","2","509","24","59"
"976",14,13,"C","38","29","22","72","57","2","0","2","270","18","23"
"977",14,13,"D","47","23","89","11","33","4","2","3","303","7","28"
"978",14,13,"Total","85","52","111","83","90","6","2","5","573","25","51"
"979",14,14,"C","35","28","22","54","48","3","0","0","297","9","32"
"980",14,14,"D","36","26","80","13","14","3","0","2","313","3","30"
"981",14,14,"Total","71","54","102","67","62","6","0","2","610","12","62"
"982",14,15,"C","32","23","26","51","55","11","0","3","327","15","43"
"983",14,15,"D","34","27","88","22","22","3","1","3","336","8","31"
"984",14,15,"Total","66","50","114","73","77","14","1","6","663","23","74"
"985",14,16,"C","38","33","24","56","55","2","0","4","292","9","37"
"986",14,16,"D","41","37","66","19","26","2","0","3","376","9","45"
"987",14,16,"Total","79","70","90","75","81","4","0","7","668","18","82"
"988",14,17,"C","46","27","20","27","43","1","0","2","325","9","30"
"989",14,17,"D","56","30","81","12","21","2","0","3","336","10","49"
"990",14,17,"Total","102","57","101","39","64","3","0","5","661","19","79"
"991",14,18,"C","36","25","13","43","32","5","0","6","210","5","20"
"992",14,18,"D","35","40","53","17","17","2","1","1","330","4","34"
"993",14,18,"Total","71","65","66","60","49","7","1","7","540","9","54"
"994",14,19,"C","26","28","27","32","31","1","0","1","196","5","15"
"995",14,19,"D","44","38","44","17","16","0","0","0","188","1","27"
"996",14,19,"Total","70","66","71","49","47","1","0","1","384","6","42"
"997",14,20,"C","23","36","15","17","36","4","0","2","130","8","13"
"998",14,20,"D","18","38","34","10","20","1","0","0","131","6","22"
"999",14,20,"Total","41","74","49","27","56","5","0","2","261","14","35"
"1000",14,21,"C","12","19","10","26","26","3","0","0","87","10","12"
"1001",14,21,"D","31","38","38","12","18","2","0","0","110","4","10"
"1002",14,21,"Total","43","57","48","38","44","5","0","0","197","14","22"
"1003",14,22,"C","13","27","11","14","22","0","0","1","71","3","7"
"1004",14,22,"D","29","25","23","7","11","0","0","0","67","7","14"
"1005",14,22,"Total","42","52","34","21","33","0","0","1","138","10","21"
"1006",14,23,"C","11","23","12","19","22","1","0","0","63","8","6"
"1007",14,23,"D","12","14","40","2","11","0","0","0","56","2","7"
"1008",14,23,"Total","23","37","52","21","33","1","0","0","119","10","13"
"1009",15,0,"C","12","18","7","13","11","0","0","1","35","5","5"
"1010",15,0,"D","8","17","19","11","8","1","0","0","31","2","10"
"1011",15,0,"Total","20","35","26","24","19","1","0","1","66","7","15"
"1012",15,1,"C","2","7","6","14","8","0","0","0","24","4","4"
"1013",15,1,"D","5","5","18","5","9","0","0","0","11","1","4"
"1014",15,1,"Total","7","12","24","19","17","0","0","0","35","5","8"
"1015",15,2,"C","9","12","4","12","8","1","0","0","14","3","5"
"1016",15,2,"D","7","8","12","4","8","0","0","0","16","0","3"
"1017",15,2,"Total","16","20","16","16","16","1","0","0","30","3","8"
"1018",15,3,"C","6","8","4","7","8","1","0","1","21","3","5"
"1019",15,3,"D","8","12","12","3","7","0","0","0","16","0","9"
"1020",15,3,"Total","14","20","16","10","15","1","0","1","37","3","14"
"1021",15,4,"C","13","13","14","20","18","0","0","0","58","6","9"
"1022",15,4,"D","12","15","22","12","10","0","0","0","27","7","9"
"1023",15,4,"Total","25","28","36","32","28","0","0","0","85","13","18"
"1024",15,5,"C","18","15","20","34","32","3","0","0","122","5","42"
"1025",15,5,"D","17","19","39","14","14","2","0","0","76","2","18"
"1026",15,5,"Total","35","34","59","48","46","5","0","0","198","7","60"
"1027",15,6,"C","50","21","24","51","52","2","0","1","255","5","41"
"1028",15,6,"D","44","15","59","11","17","0","0","1","175","7","17"
"1029",15,6,"Total","94","36","83","62","69","2","0","2","430","12","58"
"1030",15,7,"C","36","21","21","55","47","3","0","2","298","12","44"
"1031",15,7,"D","31","25","87","27","28","6","0","4","272","5","18"
"1032",15,7,"Total","67","46","108","82","75","9","0","6","570","17","62"
"1033",15,8,"C","27","27","16","41","36","1","0","3","332","13","32"
"1034",15,8,"D","30","28","73","21","31","3","0","4","313","6","30"
"1035",15,8,"Total","57","55","89","62","67","4","0","7","645","19","62"
"1036",15,9,"C","27","31","21","47","40","2","0","2","336","11","35"
"1037",15,9,"D","34","20","61","18","26","1","0","0","289","4","25"
"1038",15,9,"Total","61","51","82","65","66","3","0","2","625","15","60"
"1039",15,10,"C","42","28","17","48","33","3","0","2","332","7","37"
"1040",15,10,"D","31","12","89","19","33","2","0","3","298","11","30"
"1041",15,10,"Total","73","40","106","67","66","5","0","5","630","18","67"
"1042",15,11,"C","28","36","19","44","40","3","0","3","350","15","32"
"1043",15,11,"D","34","25","63","15","26","2","0","7","338","7","30"
"1044",15,11,"Total","62","61","82","59","66","5","0","10","688","22","62"
"1045",15,12,"C","31","32","40","58","37","1","0","3","323","8","38"
"1046",15,12,"D","35","20","59","11","20","1","0","0","338","6","27"
"1047",15,12,"Total","66","52","99","69","57","2","0","3","661","14","65"
"1048",15,13,"C","37","32","31","58","50","0","0","2","364","12","41"
"1049",15,13,"D","48","34","73","16","34","2","0","1","402","14","35"
"1050",15,13,"Total","85","66","104","74","84","2","0","3","766","26","76"
"1051",15,14,"C","47","30","29","46","40","2","0","3","431","11","31"
"1052",15,14,"D","42","31","53","21","19","2","0","0","431","9","29"
"1053",15,14,"Total","89","61","82","67","59","4","0","3","862","20","60"
"1054",15,15,"C","39","32","26","45","39","2","0","1","463","22","28"
"1055",15,15,"D","41","28","91","17","15","4","1","0","431","12","32"
"1056",15,15,"Total","80","60","117","62","54","6","1","1","894","34","60"
"1057",15,16,"C","38","29","20","44","65","2","0","2","501","16","28"
"1058",15,16,"D","49","34","58","14","19","6","0","4","469","12","30"
"1059",15,16,"Total","87","63","78","58","84","8","0","6","970","28","58"
"1060",15,17,"C","42","23","21","38","36","6","0","5","500","12","29"
"1061",15,17,"D","56","28","34","15","21","0","0","3","479","13","43"
"1062",15,17,"Total","98","51","55","53","57","6","0","8","979","25","72"
"1063",15,18,"C","28","28","31","41","44","0","0","1","490","11","25"
"1064",15,18,"D","39","20","44","14","17","4","0","1","443","10","25"
"1065",15,18,"Total","67","48","75","55","61","4","0","2","933","21","50"
"1066",15,19,"C","27","25","14","34","32","5","0","1","380","15","20"
"1067",15,19,"D","25","16","67","13","23","1","0","1","311","7","23"
"1068",15,19,"Total","52","41","81","47","55","6","0","2","691","22","43"
"1069",15,20,"C","23","25","18","8","34","1","0","1","352","8","17"
"1070",15,20,"D","29","19","55","7","22","3","0","0","226","9","19"
"1071",15,20,"Total","52","44","73","15","56","4","0","1","578","17","36"
"1072",15,21,"C","20","18","6","12","22","1","0","0","203","10","11"
"1073",15,21,"D","20","26","34","9","7","0","0","0","171","1","22"
"1074",15,21,"Total","40","44","40","21","29","1","0","0","374","11","33"
"1075",15,22,"C","10","24","10","20","15","4","0","0","128","9","5"
"1076",15,22,"D","21","16","32","7","18","1","0","0","107","4","15"
"1077",15,22,"Total","31","40","42","27","33","5","0","0","235","13","20"
"1078",15,23,"C","9","23","15","15","17","0","0","0","93","4","7"
"1079",15,23,"D","15","16","19","5","6","1","0","0","86","5","6"
"1080",15,23,"Total","24","39","34","20","23","1","0","0","179","9","13"
"1081",16,0,"C","9","15","6","16","8","0","0","0","48","0","4"
"1082",16,0,"D","9","8","14","4","1","0","0","0","54","0","6"
"1083",16,0,"Total","18","23","20","20","9","0","0","0","102","0","10"
"1084",16,1,"C","3","9","8","14","6","1","0","0","32","4","3"
"1085",16,1,"D","6","7","6","6","5","1","0","1","35","2","10"
"1086",16,1,"Total","9","16","14","20","11","2","0","1","67","6","13"
"1087",16,2,"C","7","12","5","11","5","0","0","0","24","4","5"
"1088",16,2,"D","9","11","17","9","7","0","0","0","45","3","5"
"1089",16,2,"Total","16","23","22","20","12","0","0","0","69","7","10"
"1090",16,3,"C","7","7","3","6","4","1","0","0","37","0","2"
"1091",16,3,"D","16","22","27","8","4","0","0","0","83","1","7"
"1092",16,3,"Total","23","29","30","14","8","1","0","0","120","1","9"
"1093",16,4,"C","8","15","5","5","4","0","0","0","61","3","2"
"1094",16,4,"D","31","34","46","12","10","0","0","0","105","2","11"
"1095",16,4,"Total","39","49","51","17","14","0","0","0","166","5","13"
"1096",16,5,"C","12","19","13","7","10","0","0","0","126","3","11"
"1097",16,5,"D","32","39","69","22","26","2","0","1","137","4","20"
"1098",16,5,"Total","44","58","82","29","36","2","0","1","263","7","31"
"1099",16,6,"C","20","25","26","11","30","1","0","3","240","12","24"
"1100",16,6,"D","37","42","63","20","28","4","0","3","197","6","22"
"1101",16,6,"Total","57","67","89","31","58","5","0","6","437","18","46"
"1102",16,7,"C","19","18","11","26","36","2","0","2","326","16","23"
"1103",16,7,"D","22","13","48","14","14","1","0","5","276","7","13"
"1104",16,7,"Total","41","31","59","40","50","3","0","7","602","23","36"
"1105",16,8,"C","27","22","22","39","25","0","5","3","464","23","17"
"1106",16,8,"D","20","12","60","17","22","3","0","2","314","7","14"
"1107",16,8,"Total","47","34","82","56","47","3","5","5","778","30","31"
"1108",16,9,"C","14","19","17","20","11","2","3","3","450","26","17"
"1109",16,9,"D","21","16","54","10","14","3","0","4","318","3","20"
"1110",16,9,"Total","35","35","71","30","25","5","3","7","768","29","37"
