"","dia","hora","sentido","eixos_2","eixos_3","eixos_4","eixos_5","eixos_6","eixos_7","eixos_8","eixos_9","passeio","moto","outros"
"2056",29,13,"C","36","34","28","70","63","3","0","2","432","20","39"
"2057",29,13,"D","46","23","74","19","16","0","0","2","399","9","27"
"2058",29,13,"Total","82","57","102","89","79","3","0","4","831","29","66"
"2059",29,14,"C","46","31","23","61","44","1","0","8","519","14","50"
"2060",29,14,"D","43","33","126","21","33","5","0","4","444","5","33"
"2061",29,14,"Total","89","64","149","82","77","6","0","12","963","19","83"
"2062",29,15,"C","40","38","27","62","63","2","0","3","531","14","43"
"2063",29,15,"D","50","28","115","26","14","2","0","3","449","5","40"
"2064",29,15,"Total","90","66","142","88","77","4","0","6","980","19","83"
"2065",29,16,"C","39","26","23","50","56","4","0","0","495","14","40"
"2066",29,16,"D","50","25","84","23","36","3","0","2","508","11","35"
"2067",29,16,"Total","89","51","107","73","92","7","0","2","1003","25","75"
"2068",29,17,"C","43","20","18","51","53","0","0","0","576","11","30"
"2069",29,17,"D","57","38","76","25","30","1","0","0","512","4","48"
"2070",29,17,"Total","100","58","94","76","83","1","0","0","1088","15","78"
"2071",29,18,"C","28","28","20","42","60","0","0","1","490","13","27"
"2072",29,18,"D","39","32","64","12","20","0","0","0","430","11","32"
"2073",29,18,"Total","67","60","84","54","80","0","0","1","920","24","59"
"2074",29,19,"C","29","25","21","36","61","2","0","0","404","19","30"
"2075",29,19,"D","44","31","67","20","25","4","0","0","354","6","26"
"2076",29,19,"Total","73","56","88","56","86","6","0","0","758","25","56"
"2077",29,20,"C","19","38","18","31","40","3","0","0","379","16","25"
"2078",29,20,"D","32","18","58","16","20","2","0","0","277","4","22"
"2079",29,20,"Total","51","56","76","47","60","5","0","0","656","20","47"
"2080",29,21,"C","14","22","23","33","32","0","0","0","242","6","14"
"2081",29,21,"D","22","11","40","7","12","4","0","1","177","7","14"
"2082",29,21,"Total","36","33","63","40","44","4","0","1","419","13","28"
"2083",29,22,"C","11","11","13","16","39","0","0","2","131","11","10"
"2084",29,22,"D","23","14","37","9","15","0","0","0","127","4","17"
"2085",29,22,"Total","34","25","50","25","54","0","0","2","258","15","27"
"2086",29,23,"C","7","13","20","17","25","1","0","0","76","4","8"
"2087",29,23,"D","12","13","29","7","6","1","0","1","73","5","9"
"2088",29,23,"Total","19","26","49","24","31","2","0","1","149","9","17"
"2089",30,0,"C","9","13","7","8","8","0","0","0","48","4","7"
"2090",30,0,"D","11","11","30","3","10","0","0","0","50","2","8"
"2091",30,0,"Total","20","24","37","11","18","0","0","0","98","6","15"
"2092",30,1,"C","11","5","2","10","15","0","0","0","35","4","4"
"2093",30,1,"D","10","4","30","5","5","0","0","0","31","2","1"
"2094",30,1,"Total","21","9","32","15","20","0","0","0","66","6","5"
"2095",30,2,"C","6","11","5","12","6","0","0","0","19","0","5"
"2096",30,2,"D","3","6","12","3","6","0","0","0","24","2","6"
"2097",30,2,"Total","9","17","17","15","12","0","0","0","43","2","11"
"2098",30,3,"C","4","10","8","12","7","1","0","0","27","1","4"
"2099",30,3,"D","3","8","32","3","5","0","0","0","23","3","8"
"2100",30,3,"Total","7","18","40","15","12","1","0","0","50","4","12"
"2101",30,4,"C","7","11","2","11","16","0","0","0","45","8","5"
"2102",30,4,"D","10","10","29","7","10","0","0","0","23","0","5"
"2103",30,4,"Total","17","21","31","18","26","0","0","0","68","8","10"
"2104",30,5,"C","9","16","13","16","36","0","0","0","121","16","23"
"2105",30,5,"D","13","15","49","3","12","5","1","1","51","0","7"
"2106",30,5,"Total","22","31","62","19","48","5","1","1","172","16","30"
"2107",30,6,"C","18","21","8","33","38","4","0","6","237","12","31"
"2108",30,6,"D","25","17","60","10","18","5","0","0","122","6","5"
"2109",30,6,"Total","43","38","68","43","56","9","0","6","359","18","36"
"2110",30,7,"C","23","19","13","42","36","1","0","4","355","16","24"
"2111",30,7,"D","32","16","71","8","20","1","0","2","247","7","19"
"2112",30,7,"Total","55","35","84","50","56","2","0","6","602","23","43"
"2113",30,8,"C","22","22","9","30","45","0","0","0","461","18","20"
"2114",30,8,"D","31","12","63","10","21","0","0","5","273","12","17"
"2115",30,8,"Total","53","34","72","40","66","0","0","5","734","30","37"
"2116",30,9,"C","20","22","18","29","31","3","0","3","444","43","33"
"2117",30,9,"D","26","23","64","13","12","2","0","0","307","10","19"
"2118",30,9,"Total","46","45","82","42","43","5","0","3","751","53","52"
"2119",30,10,"C","23","16","14","29","41","1","0","2","446","31","30"
"2120",30,10,"D","29","16","82","9","23","2","0","1","377","6","13"
"2121",30,10,"Total","52","32","96","38","64","3","0","3","823","37","43"
"2122",30,11,"C","23","20","18","35","42","1","0","4","402","21","16"
"2123",30,11,"D","23","23","62","14","15","4","1","1","408","8","14"
"2124",30,11,"Total","46","43","80","49","57","5","1","5","810","29","30"
"2125",30,12,"C","16","24","11","42","48","4","0","0","326","14","25"
"2126",30,12,"D","24","15","47","17","19","3","0","2","318","14","19"
"2127",30,12,"Total","40","39","58","59","67","7","0","2","644","28","44"
"2128",30,13,"C","14","12","11","32","33","1","0","0","326","13","22"
"2129",30,13,"D","2","2","30","5","6","1","0","1","62","0","4"
"2130",30,13,"Total","16","14","41","37","39","2","0","1","388","13","26"
"2131",30,14,"C","18","16","10","16","31","0","0","2","341","17","14"
"2132",30,14,"D","5","4","25","3","5","0","0","0","147","6","14"
"2133",30,14,"Total","23","20","35","19","36","0","0","2","488","23","28"
"2134",30,15,"C","20","12","12","13","28","2","0","0","320","13","15"
"2135",30,15,"D","10","2","29","1","5","0","0","0","106","13","9"
"2136",30,15,"Total","30","14","41","14","33","2","0","0","426","26","24"
"2137",30,16,"C","12","7","5","10","15","1","0","0","338","10","15"
"2138",30,16,"D","8","3","23","1","5","0","0","0","250","6","6"
"2139",30,16,"Total","20","10","28","11","20","1","0","0","588","16","21"
"2140",30,17,"C","19","7","7","8","8","0","0","0","300","7","14"
"2141",30,17,"D","31","26","46","15","15","1","0","3","242","29","31"
"2142",30,17,"Total","50","33","53","23","23","1","0","3","542","36","45"
"2143",30,18,"C","11","8","6","12","23","1","0","1","218","7","17"
"2144",30,18,"D","36","26","50","25","19","1","0","5","364","13","29"
"2145",30,18,"Total","47","34","56","37","42","2","0","6","582","20","46"
"2146",30,19,"C","12","11","3","11","21","2","0","1","189","5","10"
"2147",30,19,"D","21","22","45","8","23","5","0","0","244","10","19"
"2148",30,19,"Total","33","33","48","19","44","7","0","1","433","15","29"
"2149",30,20,"C","10","6","6","8","13","0","0","0","135","8","7"
"2150",30,20,"D","16","6","28","5","2","0","0","0","116","5","10"
"2151",30,20,"Total","26","12","34","13","15","0","0","0","251","13","17"
"2152",30,21,"C","7","5","3","9","12","0","0","0","111","4","10"
"2153",30,21,"D","10","6","32","2","7","1","0","0","111","2","10"
"2154",30,21,"Total","17","11","35","11","19","1","0","0","222","6","20"
"2155",30,22,"C","6","7","6","13","19","0","0","0","96","3","8"
"2156",30,22,"D","6","12","27","4","1","0","0","0","53","2","6"
"2157",30,22,"Total","12","19","33","17","20","0","0","0","149","5","14"
"2158",30,23,"C","6","8","7","13","13","2","0","0","55","6","3"
"2159",30,23,"D","5","6","16","1","3","1","0","0","56","7","5"
"2160",30,23,"Total","11","14","23","14","16","3","0","0","111","13","8"
"2161",31,0,"C","13","12","0","6","8","0","0","0","42","5","2"
"2162",31,0,"D","2","4","20","3","1","1","0","0","34","2","5"
"2163",31,0,"Total","15","16","20","9","9","1","0","0","76","7","7"
"2164",31,1,"C","6","3","3","8","15","0","0","0","19","1","5"
"2165",31,1,"D","3","6","14","0","2","0","0","0","15","2","3"
"2166",31,1,"Total","9","9","17","8","17","0","0","0","34","3","8"
"2167",31,2,"C","4","3","0","8","6","0","0","0","18","1","0"
"2168",31,2,"D","1","3","22","0","0","0","0","0","8","1","6"
"2169",31,2,"Total","5","6","22","8","6","0","0","0","26","2","6"
"2170",31,3,"C","2","3","2","9","3","0","0","1","23","2","5"
"2171",31,3,"D","0","1","22","3","2","0","0","0","15","1","1"
"2172",31,3,"Total","2","4","24","12","5","0","0","1","38","3","6"
"2173",31,4,"C","5","2","1","11","11","0","0","0","18","1","6"
"2174",31,4,"D","4","6","21","1","2","0","0","0","19","0","3"
"2175",31,4,"Total","9","8","22","12","13","0","0","0","37","1","9"
"2176",31,5,"C","8","4","0","19","12","1","0","1","66","4","18"
"2177",31,5,"D","3","4","33","5","7","2","0","0","26","1","9"
"2178",31,5,"Total","11","8","33","24","19","3","0","1","92","5","27"
"2179",31,6,"C","15","8","6","20","37","0","0","3","112","4","26"
"2180",31,6,"D","7","9","48","7","4","5","0","1","58","2","4"
"2181",31,6,"Total","22","17","54","27","41","5","0","4","170","6","30"
"2182",31,7,"C","14","14","5","25","34","0","0","0","157","7","17"
"2183",31,7,"D","11","9","56","8","11","1","0","5","134","1","7"
"2184",31,7,"Total","25","23","61","33","45","1","0","5","291","8","24"
"2185",31,8,"C","10","7","7","21","41","1","0","2","181","28","11"
"2186",31,8,"D","23","7","72","7","5","1","1","0","189","6","12"
"2187",31,8,"Total","33","14","79","28","46","2","1","2","370","34","23"
"2188",31,9,"C","5","7","6","27","41","3","0","1","302","16","19"
"2189",31,9,"D","14","5","58","2","10","5","0","2","210","4","6"
"2190",31,9,"Total","19","12","64","29","51","8","0","3","512","20","25"
"2191",31,10,"C","21","14","7","37","60","1","0","0","322","17","23"
"2192",31,10,"D","13","13","41","7","6","1","0","0","271","17","7"
"2193",31,10,"Total","34","27","48","44","66","2","0","0","593","34","30"
"2194",31,11,"C","10","9","9","31","31","3","0","6","329","16","14"
"2195",31,11,"D","9","8","53","3","9","1","0","1","353","19","14"
"2196",31,11,"Total","19","17","62","34","40","4","0","7","682","35","28"
"2197",31,12,"C","7","9","6","22","35","4","0","4","309","8","10"
"2198",31,12,"D","12","8","51","6","11","2","0","0","373","9","6"
"2199",31,12,"Total","19","17","57","28","46","6","0","4","682","17","16"
"2200",31,13,"C","16","6","8","13","29","1","0","4","268","13","16"
"2201",31,13,"D","11","11","41","5","9","2","0","0","424","16","7"
"2202",31,13,"Total","27","17","49","18","38","3","0","4","692","29","23"
"2203",31,14,"C","18","14","12","16","48","2","0","2","335","11","13"
"2204",31,14,"D","11","13","55","5","7","1","0","3","489","33","18"
"2205",31,14,"Total","29","27","67","21","55","3","0","5","824","44","31"
"2206",31,15,"C","14","13","13","23","31","9","0","2","365","14","17"
"2207",31,15,"D","10","23","43","4","9","0","0","1","576","43","9"
"2208",31,15,"Total","24","36","56","27","40","9","0","3","941","57","26"
"2209",31,16,"C","23","12","13","25","29","3","0","3","428","13","21"
"2210",31,16,"D","13","11","33","8","8","3","0","3","675","36","11"
"2211",31,16,"Total","36","23","46","33","37","6","0","6","1103","49","32"
"2212",31,17,"C","23","19","6","15","31","1","0","1","430","10","14"
"2213",31,17,"D","17","30","33","9","12","4","1","1","753","63","19"
"2214",31,17,"Total","40","49","39","24","43","5","1","2","1183","73","33"
"2215",31,18,"C","12","13","4","14","34","5","0","3","367","11","20"
"2216",31,18,"D","21","26","37","8","8","0","0","0","605","15","10"
"2217",31,18,"Total","33","39","41","22","42","5","0","3","972","26","30"
"2218",31,19,"C","24","21","12","24","18","2","0","1","262","5","17"
"2219",31,19,"D","28","30","27","5","6","2","0","1","546","18","14"
"2220",31,19,"Total","52","51","39","29","24","4","0","2","808","23","31"
"2221",31,20,"C","16","13","8","15","15","1","0","0","226","9","10"
"2222",31,20,"D","33","19","14","7","6","2","0","0","357","8","14"
"2223",31,20,"Total","49","32","22","22","21","3","0","0","583","17","24"
"2224",31,21,"C","18","15","5","8","16","2","0","0","117","6","8"
"2225",31,21,"D","18","24","26","6","2","1","0","0","260","5","8"
"2226",31,21,"Total","36","39","31","14","18","3","0","0","377","11","16"
"2227",31,22,"C","11","15","4","2","11","0","0","0","81","4","8"
"2228",31,22,"D","11","17","16","6","6","1","0","0","181","15","6"
"2229",31,22,"Total","22","32","20","8","17","1","0","0","262","19","14"
"2230",31,23,"C","6","12","5","1","8","0","0","0","43","4","3"
"2231",31,23,"D","7","16","15","5","5","0","0","0","82","3","4"
"2232",31,23,"Total","13","28","20","6","13","0","0","0","125","7","7"
"2233",1,0,"C","9","10","3","4","5","0","0","0","36","3","4"
"2234",1,0,"D","12","14","16","5","5","0","0","0","40","1","1"
"2235",1,0,"Total","21","24","19","9","10","0","0","0","76","4","5"
"2236",1,1,"C","3","4","2","5","6","0","0","0","19","0","8"
"2237",1,1,"D","0","12","10","4","4","0","0","0","23","1","1"
"2238",1,1,"Total","3","16","12","9","10","0","0","0","42","1","9"
"2239",1,2,"C","4","0","0","4","8","0","0","0","16","4","3"
"2240",1,2,"D","1","12","17","5","1","0","0","0","26","2","6"
"2241",1,2,"Total","5","12","17","9","9","0","0","0","42","6","9"
"2242",1,3,"C","6","6","2","8","4","0","0","1","19","1","5"
"2243",1,3,"D","16","13","24","4","2","0","0","0","22","2","5"
"2244",1,3,"Total","22","19","26","12","6","0","0","1","41","3","10"
"2245",1,4,"C","8","15","6","9","11","0","0","1","53","3","9"
"2246",1,4,"D","17","14","28","6","6","0","0","0","41","4","6"
"2247",1,4,"Total","25","29","34","15","17","0","0","1","94","7","15"
"2248",1,5,"C","19","14","5","19","19","0","0","0","153","4","36"
"2249",1,5,"D","12","23","40","12","17","1","0","0","143","7","20"
"2250",1,5,"Total","31","37","45","31","36","1","0","0","296","11","56"
"2251",1,6,"C","58","27","13","28","30","0","0","3","382","15","36"
"2252",1,6,"D","52","19","60","15","17","0","0","0","329","15","15"
"2253",1,6,"Total","110","46","73","43","47","0","0","3","711","30","51"
"2254",1,7,"C","40","16","13","42","44","2","0","2","380","13","31"
"2255",1,7,"D","22","25","52","15","15","5","0","0","444","13","17"
"2256",1,7,"Total","62","41","65","57","59","7","0","2","824","26","48"
"2257",1,8,"C","30","19","12","48","38","1","0","1","326","10","41"
"2258",1,8,"D","31","15","68","20","34","1","0","1","360","6","32"
"2259",1,8,"Total","61","34","80","68","72","2","0","2","686","16","73"
"2260",1,9,"C","44","28","8","38","41","2","0","4","442","18","38"
"2261",1,9,"D","23","15","72","21","18","0","0","3","333","12","22"
"2262",1,9,"Total","67","43","80","59","59","2","0","7","775","30","60"
"2263",1,10,"C","42","31","15","49","55","3","0","2","402","15","27"
"2264",1,10,"D","16","18","68","21","21","1","0","2","356","12","17"
"2265",1,10,"Total","58","49","83","70","76","4","0","4","758","27","44"
"2266",1,11,"C","63","48","29","52","55","3","0","4","374","13","47"
"2267",1,11,"D","34","22","72","18","19","1","0","2","341","9","17"
"2268",1,11,"Total","97","70","101","70","74","4","0","6","715","22","64"
"2269",1,12,"C","49","42","24","62","53","2","0","4","295","9","26"
"2270",1,12,"D","22","16","70","14","15","3","0","0","280","15","16"
"2271",1,12,"Total","71","58","94","76","68","5","0","4","575","24","42"
"2272",1,13,"C","39","46","29","54","32","2","0","0","283","18","39"
"2273",1,13,"D","33","24","68","16","21","1","0","0","292","22","17"
"2274",1,13,"Total","72","70","97","70","53","3","0","0","575","40","56"
"2275",1,14,"C","38","29","21","58","41","4","0","1","292","14","39"
"2276",1,14,"D","42","22","72","17","12","1","0","3","299","7","31"
"2277",1,14,"Total","80","51","93","75","53","5","0","4","591","21","70"
"2278",1,15,"C","28","26","19","47","54","3","0","4","328","12","42"
"2279",1,15,"D","29","18","80","22","14","4","0","1","299","16","27"
"2280",1,15,"Total","57","44","99","69","68","7","0","5","627","28","69"
"2281",1,16,"C","33","25","20","52","38","1","0","7","269","5","23"
"2282",1,16,"D","47","22","77","26","19","2","0","1","316","15","31"
"2283",1,16,"Total","80","47","97","78","57","3","0","8","585","20","54"
"2284",1,17,"C","38","22","26","40","62","3","0","1","265","4","26"
"2285",1,17,"D","53","27","65","14","18","2","0","1","322","23","28"
"2286",1,17,"Total","91","49","91","54","80","5","0","2","587","27","54"
"2287",1,18,"C","18","18","22","29","33","2","1","1","249","11","29"
"2288",1,18,"D","42","26","75","20","26","1","0","0","230","11","16"
"2289",1,18,"Total","60","44","97","49","59","3","1","1","479","22","45"
"2290",1,19,"C","34","21","15","30","40","0","0","1","291","7","37"
"2291",1,19,"D","24","21","61","17","13","0","0","2","164","6","26"
"2292",1,19,"Total","58","42","76","47","53","0","0","3","455","13","63"
"2293",1,20,"C","25","21","14","33","39","2","0","0","183","6","12"
"2294",1,20,"D","28","25","30","20","14","0","0","0","118","10","24"
"2295",1,20,"Total","53","46","44","53","53","2","0","0","301","16","36"
"2296",1,21,"C","20","26","13","16","14","0","0","1","71","8","11"
"2297",1,21,"D","11","17","36","14","11","0","0","1","77","5","16"
"2298",1,21,"Total","31","43","49","30","25","0","0","2","148","13","27"
"2299",1,22,"C","6","18","6","8","11","0","0","0","51","8","12"
"2300",1,22,"D","21","18","24","12","12","0","0","0","73","5","5"
"2301",1,22,"Total","27","36","30","20","23","0","0","0","124","13","17"
"2302",1,23,"C","8","11","5","12","20","0","0","0","28","1","6"
"2303",1,23,"D","9","10","16","7","11","0","0","0","52","3","1"
"2304",1,23,"Total","17","21","21","19","31","0","0","0","80","4","7"
"2305",2,0,"C","6","7","7","10","5","0","0","0","23","1","7"
"2306",2,0,"D","7","10","19","3","11","0","0","0","17","1","5"
"2307",2,0,"Total","13","17","26","13","16","0","0","0","40","2","12"
"2308",2,1,"C","11","9","1","10","8","0","0","0","13","3","6"
"2309",2,1,"D","4","7","22","4","5","1","0","0","16","1","2"
"2310",2,1,"Total","15","16","23","14","13","1","0","0","29","4","8"
"2311",2,2,"C","5","5","5","18","8","0","0","0","10","3","3"
"2312",2,2,"D","5","4","16","4","4","0","0","0","20","2","3"
"2313",2,2,"Total","10","9","21","22","12","0","0","0","30","5","6"
"2314",2,3,"C","8","13","6","14","13","0","0","0","16","5","4"
"2315",2,3,"D","6","4","20","5","4","0","0","0","23","3","6"
"2316",2,3,"Total","14","17","26","19","17","0","0","0","39","8","10"
"2317",2,4,"C","10","15","10","20","19","0","0","1","39","4","12"
"2318",2,4,"D","12","13","41","8","13","0","0","1","13","7","10"
"2319",2,4,"Total","22","28","51","28","32","0","0","2","52","11","22"
"2320",2,5,"C","22","29","19","27","27","0","0","1","103","7","31"
"2321",2,5,"D","22","18","67","19","22","0","0","0","82","6","14"
"2322",2,5,"Total","44","47","86","46","49","0","0","1","185","13","45"
"2323",2,6,"C","68","47","14","32","31","3","0","7","251","7","44"
"2324",2,6,"D","40","17","70","10","17","2","0","3","181","5","22"
"2325",2,6,"Total","108","64","84","42","48","5","0","10","432","12","66"
"2326",2,7,"C","40","19","10","56","48","1","0","4","311","14","42"
"2327",2,7,"D","24","28","89","8","22","2","0","4","301","3","36"
"2328",2,7,"Total","64","47","99","64","70","3","0","8","612","17","78"
"2329",2,8,"C","42","30","29","59","60","1","0","2","336","8","30"
"2330",2,8,"D","28","27","90","25","31","3","0","3","279","8","18"
"2331",2,8,"Total","70","57","119","84","91","4","0","5","615","16","48"
"2332",2,9,"C","37","32","13","68","41","3","0","7","351","9","41"
"2333",2,9,"D","36","24","100","20","21","1","0","5","271","5","24"
"2334",2,9,"Total","73","56","113","88","62","4","0","12","622","14","65"
"2335",2,10,"C","32","38","24","41","47","4","1","5","299","12","33"
"2336",2,10,"D","32","19","86","20","23","2","0","1","292","1","22"
"2337",2,10,"Total","64","57","110","61","70","6","1","6","591","13","55"
"2338",2,11,"C","28","39","19","44","53","0","0","2","254","13","43"
"2339",2,11,"D","35","25","66","18","26","4","2","8","255","7","18"
"2340",2,11,"Total","63","64","85","62","79","4","2","10","509","20","61"
"2341",2,12,"C","22","25","18","69","58","2","0","6","245","13","39"
"2342",2,12,"D","26","20","71","18","33","4","0","1","245","9","29"
"2343",2,12,"Total","48","45","89","87","91","6","0","7","490","22","68"
"2344",2,13,"C","29","28","21","79","61","2","0","1","256","11","28"
"2345",2,13,"D","49","21","74","28","22","2","0","5","273","3","36"
"2346",2,13,"Total","78","49","95","107","83","4","0","6","529","14","64"
"2347",2,14,"C","22","30","27","62","44","2","0","7","251","9","31"
"2348",2,14,"D","35","36","80","18","23","3","0","1","247","9","26"
"2349",2,14,"Total","57","66","107","80","67","5","0","8","498","18","57"
"2350",2,15,"C","30","33","25","38","55","2","0","7","262","8","33"
"2351",2,15,"D","45","29","98","19","26","3","0","4","267","8","32"
"2352",2,15,"Total","75","62","123","57","81","5","0","11","529","16","65"
"2353",2,16,"C","25","21","14","36","51","1","0","3","285","12","32"
"2354",2,16,"D","45","36","83","16","23","1","0","0","292","6","36"
"2355",2,16,"Total","70","57","97","52","74","2","0","3","577","18","68"
"2356",2,17,"C","45","26","20","48","51","2","1","3","241","12","25"
"2357",2,17,"D","64","25","73","20","32","3","0","1","302","11","25"
"2358",2,17,"Total","109","51","93","68","83","5","1","4","543","23","50"
"2359",2,18,"C","28","26","21","54","54","3","0","0","208","6","27"
"2360",2,18,"D","44","46","54","22","26","2","0","0","237","7","19"
"2361",2,18,"Total","72","72","75","76","80","5","0","0","445","13","46"
"2362",2,19,"C","33","15","13","37","55","2","0","1","180","13","25"
"2363",2,19,"D","44","45","59","21","22","0","0","0","177","1","14"
"2364",2,19,"Total","77","60","72","58","77","2","0","1","357","14","39"
"2365",2,20,"C","18","22","19","37","45","1","0","2","97","8","15"
"2366",2,20,"D","36","27","41","18","20","2","0","0","112","16","15"
"2367",2,20,"Total","54","49","60","55","65","3","0","2","209","24","30"
"2368",2,21,"C","13","21","6","17","31","2","0","0","69","4","22"
"2369",2,21,"D","25","38","37","12","11","1","0","0","76","4","11"
"2370",2,21,"Total","38","59","43","29","42","3","0","0","145","8","33"
"2371",2,22,"C","12","22","4","18","25","1","0","1","61","3","14"
"2372",2,22,"D","18","21","42","10","10","0","0","0","79","6","6"
"2373",2,22,"Total","30","43","46","28","35","1","0","1","140","9","20"
"2374",2,23,"C","12","11","8","8","12","2","0","0","31","5","9"
"2375",2,23,"D","20","22","35","8","8","3","0","1","41","3","7"
"2376",2,23,"Total","32","33","43","16","20","5","0","1","72","8","16"
"2377",3,0,"C","2","11","6","14","16","0","0","0","22","5","8"
"2378",3,0,"D","8","7","31","7","4","1","0","0","17","0","7"
"2379",3,0,"Total","10","18","37","21","20","1","0","0","39","5","15"
"2380",3,1,"C","11","8","1","20","21","0","0","2","13","3","5"
"2381",3,1,"D","6","10","17","2","7","0","0","0","13","0","8"
"2382",3,1,"Total","17","18","18","22","28","0","0","2","26","3","13"
"2383",3,2,"C","4","10","5","12","11","2","0","0","14","4","2"
"2384",3,2,"D","9","9","28","3","5","0","0","0","18","6","9"
"2385",3,2,"Total","13","19","33","15","16","2","0","0","32","10","11"
"2386",3,3,"C","8","15","7","12","16","0","0","0","16","2","10"
"2387",3,3,"D","6","4","33","7","4","2","0","1","10","2","7"
"2388",3,3,"Total","14","19","40","19","20","2","0","1","26","4","17"
"2389",3,4,"C","16","18","9","20","28","0","0","0","44","8","15"
"2390",3,4,"D","12","22","31","6","11","0","0","0","32","4","7"
"2391",3,4,"Total","28","40","40","26","39","0","0","0","76","12","22"
"2392",3,5,"C","22","19","16","33","45","1","0","1","103","5","26"
"2393",3,5,"D","27","17","52","4","15","2","0","1","71","7","20"
"2394",3,5,"Total","49","36","68","37","60","3","0","2","174","12","46"
"2395",3,6,"C","58","39","21","43","45","2","1","6","243","8","52"
"2396",3,6,"D","42","24","57","13","26","0","1","5","158","6","18"
"2397",3,6,"Total","100","63","78","56","71","2","2","11","401","14","70"
"2398",3,7,"C","37","26","20","74","52","5","0","1","324","11","25"
"2399",3,7,"D","31","24","76","23","25","1","0","3","267","4","32"
"2400",3,7,"Total","68","50","96","97","77","6","0","4","591","15","57"
"2401",3,8,"C","33","34","21","62","41","1","0","1","367","18","46"
"2402",3,8,"D","34","34","74","23","28","6","0","1","266","5","23"
"2403",3,8,"Total","67","68","95","85","69","7","0","2","633","23","69"
"2404",3,9,"C","41","25","20","45","42","2","1","3","286","16","35"
"2405",3,9,"D","35","15","107","23","50","2","0","3","286","5","32"
"2406",3,9,"Total","76","40","127","68","92","4","1","6","572","21","67"
"2407",3,10,"C","36","40","25","51","55","3","1","2","300","11","40"
"2408",3,10,"D","34","13","82","24","20","0","0","1","255","9","30"
"2409",3,10,"Total","70","53","107","75","75","3","1","3","555","20","70"
"2410",3,11,"C","42","37","25","59","55","1","0","3","249","17","35"
"2411",3,11,"D","32","24","85","14","24","1","0","0","266","12","13"
"2412",3,11,"Total","74","61","110","73","79","2","0","3","515","29","48"
"2413",3,12,"C","33","45","23","62","40","4","0","5","236","13","39"
"2414",3,12,"D","30","17","61","22","20","4","0","0","249","9","24"
"2415",3,12,"Total","63","62","84","84","60","8","0","5","485","22","63"
"2416",3,13,"C","55","44","25","46","50","0","1","2","265","9","29"
"2417",3,13,"D","40","26","75","19","34","2","0","3","264","11","32"
"2418",3,13,"Total","95","70","100","65","84","2","1","5","529","20","61"
"2419",3,14,"C","43","19","17","41","29","1","0","3","295","14","21"
"2420",3,14,"D","39","22","106","24","21","2","0","2","297","11","30"
"2421",3,14,"Total","82","41","123","65","50","3","0","5","592","25","51"
"2422",3,15,"C","32","38","24","35","64","7","0","4","284","12","21"
"2423",3,15,"D","37","25","70","16","20","3","0","6","341","13","42"
"2424",3,15,"Total","69","63","94","51","84","10","0","10","625","25","63"
"2425",3,16,"C","32","35","25","41","56","4","0","1","282","19","43"
"2426",3,16,"D","54","33","54","19","23","2","0","2","321","8","28"
"2427",3,16,"Total","86","68","79","60","79","6","0","3","603","27","71"
"2428",3,17,"C","49","20","26","45","44","4","0","1","279","18","42"
"2429",3,17,"D","56","30","61","17","21","1","0","2","362","2","31"
"2430",3,17,"Total","105","50","87","62","65","5","0","3","641","20","73"
"2431",3,18,"C","19","18","16","23","20","2","0","3","223","8","20"
"2432",3,18,"D","33","18","68","21","24","4","0","1","240","4","20"
"2433",3,18,"Total","52","36","84","44","44","6","0","4","463","12","40"
"2434",3,19,"C","23","30","10","36","46","3","0","1","150","8","18"
"2435",3,19,"D","42","33","41","19","23","1","0","1","193","5","18"
"2436",3,19,"Total","65","63","51","55","69","4","0","2","343","13","36"
"2437",3,20,"C","16","30","21","27","43","4","0","1","130","8","21"
"2438",3,20,"D","30","16","29","14","28","2","0","0","124","7","22"
"2439",3,20,"Total","46","46","50","41","71","6","0","1","254","15","43"
"2440",3,21,"C","12","19","8","17","38","2","0","0","67","9","8"
"2441",3,21,"D","16","22","34","7","14","0","0","1","84","4","11"
"2442",3,21,"Total","28","41","42","24","52","2","0","1","151","13","19"
"2443",3,22,"C","13","16","10","18","18","1","0","0","100","3","12"
"2444",3,22,"D","17","17","28","8","13","1","0","0","51","10","5"
"2445",3,22,"Total","30","33","38","26","31","2","0","0","151","13","17"
"2446",3,23,"C","10","15","6","13","13","1","0","0","60","3","12"
"2447",3,23,"D","18","21","32","10","15","1","0","0","33","3","1"
"2448",3,23,"Total","28","36","38","23","28","2","0","0","93","6","13"
"2449",4,0,"C","6","15","9","8","8","0","0","0","17","3","5"
"2450",4,0,"D","5","11","26","7","7","1","0","0","26","0","2"
"2451",4,0,"Total","11","26","35","15","15","1","0","0","43","3","7"
"2452",4,1,"C","8","6","2","15","18","0","0","0","16","6","3"
"2453",4,1,"D","2","7","22","4","10","0","0","0","14","1","4"
"2454",4,1,"Total","10","13","24","19","28","0","0","0","30","7","7"
"2455",4,2,"C","6","15","5","19","10","0","0","1","14","5","6"
"2456",4,2,"D","7","4","30","5","7","1","0","0","11","4","2"
"2457",4,2,"Total","13","19","35","24","17","1","0","1","25","9","8"
"2458",4,3,"C","3","9","1","18","14","0","0","0","15","1","5"
"2459",4,3,"D","7","3","22","10","3","0","0","2","14","1","4"
"2460",4,3,"Total","10","12","23","28","17","0","0","2","29","2","9"
